salary_id,employee_id,salary_amount,currency,effective_date,bonus_amount,pay_frequency,exchange_rate_to_usd,salary_amount_usd,bonus_amount_usd,annual_salary_usd,salary_band
500276,100101,18410.9,USD,2026-01-31,0.0,Annual,1.0,18410.9,0.0,18410.9,Low
500277,100102,84043.36,USD,2021-06-16,15012.96,Annual,1.0,84043.36,15012.96,84043.36,High
500278,100103,15170.52,USD,2024-06-14,0.0,Annual,1.0,15170.52,0.0,15170.52,Low
500279,100103,16520.11,USD,2024-07-11,0.0,Annual,1.0,16520.11,0.0,16520.11,Low
500280,100103,17364.72,USD,2025-02-19,0.0,Annual,1.0,17364.72,0.0,17364.72,Low
500281,100104,35543.63,USD,2021-05-24,2000.0,Annual,1.0,35543.63,2000.0,35543.63,Medium
500282,100104,37069.68,USD,2022-09-01,5999.55,Annual,1.0,37069.68,5999.55,37069.68,Medium
500283,100104,39118.82,USD,2023-03-24,1221.09,Annual,1.0,39118.82,1221.09,39118.82,Medium
500284,100105,27200.48,USD,2024-03-15,0.0,Annual,1.0,27200.48,0.0,27200.48,Low
500285,100106,,USD,2022-02-12,0.0,Annual,1.0,,0.0,,Unknown
500286,100106,26396.73,USD,2025-07-06,0.0,Annual,1.0,26396.73,0.0,26396.73,Low
500287,100106,28285.88,USD,2026-03-19,0.0,Monthly,1.0,28285.88,0.0,28285.88,Low
500288,100107,52202.0,JOD,2025-05-09,5785.25,Annual,1.41,73604.82,8157.2,73604.82,High
500289,100107,53777.07,AED,2025-12-24,5646.0,Monthly,0.27,14519.81,1524.42,14519.81,Low
500290,100108,20752.9,INR,2021-01-26,750.83,Annual,0.012,,9.01,,Unknown
500291,100108,22262.98,USD,2022-08-22,2046.73,Annual,1.0,22262.98,2046.73,22262.98,Low
500292,100108,,USD,2023-04-22,3725.99,Annual,1.0,,3725.99,,Unknown
500293,100108,25285.43,USD,2025-01-03,1954.45,Annual,1.0,25285.43,1954.45,25285.43,Low
500294,100108,26134.3,INR,2025-04-26,3699.28,Annual,0.012,,44.39,,Unknown
500295,100109,28621.47,JOD,2022-03-13,3945.94,Annual,1.41,40356.27,5563.78,40356.27,Medium
500296,100109,30685.01,USD,2022-06-17,2766.81,Annual,1.0,30685.01,2766.81,30685.01,Medium
500297,100109,32483.52,USD,2023-03-02,5526.34,Annual,1.0,32483.52,5526.34,32483.52,Medium
500298,100109,35112.78,USD,2023-03-03,6018.41,Annual,1.0,35112.78,6018.41,35112.78,Medium
500299,100109,37335.65,USD,2024-01-05,2738.36,Annual,1.0,37335.65,2738.36,37335.65,Medium
500300,100110,13859.52,USD,2017-08-05,0.0,Monthly,1.0,13859.52,0.0,13859.52,Low
500301,100110,,USD,2019-04-03,0.0,Monthly,1.0,,0.0,,Unknown
500302,100110,15416.5,USD,2020-06-12,0.0,Monthly,1.0,15416.5,0.0,15416.5,Low
500303,100110,,AED,2021-11-04,0.0,Annual,0.27,,0.0,,Unknown
500304,100110,16865.91,USD,2022-08-11,0.0,Annual,1.0,16865.91,0.0,16865.91,Low
500305,100111,35708.1,USD,2022-08-10,1058.99,Annual,1.0,35708.1,1058.99,35708.1,Medium
500306,100111,,USD,2025-12-21,5672.17,Monthly,1.0,,5672.17,,Unknown
500307,100112,86789.22,USD,2019-05-12,11424.05,Annual,1.0,86789.22,11424.05,86789.22,High
500308,100112,94743.0,USD,2020-12-22,6297.38,Monthly,1.0,94743.0,6297.38,94743.0,High
500309,100112,100827.02,USD,2021-10-14,14585.74,Annual,1.0,100827.02,14585.74,100827.02,High
500310,100112,107824.19,JOD,2024-03-25,10161.03,Annual,1.41,152032.11,14327.05,152032.11,Executive
500311,100112,116047.26,AED,2024-06-21,19810.3,Annual,0.27,31332.76,5348.78,31332.76,Medium
500312,100113,16683.01,EGP,2023-12-18,0.0,Annual,0.021,,0.0,,Unknown
500313,100114,12088.99,USD,2022-04-04,0.0,Monthly,1.0,12088.99,0.0,12088.99,Low
500314,100114,61207.54,USD,2025-05-18,0.0,Annual,1.0,61207.54,0.0,61207.54,Medium
500315,100115,260771.48,USD,2025-11-02,6144.82,Monthly,1.0,260771.48,6144.82,260771.48,Executive
500316,100115,,USD,2026-01-09,41130.13,Annual,1.0,,41130.13,,Unknown
500317,100116,94545.08,USD,2019-08-08,8240.47,Annual,1.0,94545.08,8240.47,94545.08,High
500318,100116,103109.66,USD,2020-05-26,17691.39,Monthly,1.0,103109.66,17691.39,103109.66,High
500319,100116,106742.36,USD,2021-12-10,14589.41,Monthly,1.0,106742.36,14589.41,106742.36,High
500320,100116,109431.13,USD,2023-12-24,17522.53,Annual,1.0,109431.13,17522.53,109431.13,High
500321,100116,113491.26,USD,2024-10-23,6786.16,Annual,1.0,113491.26,6786.16,113491.26,High
500322,100117,36802.8,USD,2025-04-23,943.47,Annual,1.0,36802.8,943.47,36802.8,Medium
500323,100117,39003.01,USD,2025-09-09,3993.44,Annual,1.0,39003.01,3993.44,39003.01,Medium
500324,100118,13273.31,JOD,2025-06-06,0.0,Annual,1.41,18715.37,0.0,18715.37,Low
500325,100119,26126.89,USD,2025-03-22,0.0,Monthly,1.0,26126.89,0.0,26126.89,Low
500326,100119,27728.23,USD,2026-04-18,0.0,Annual,1.0,27728.23,0.0,27728.23,Low
500327,100120,32541.73,USD,2022-06-27,,Annual,1.0,32541.73,,32541.73,Medium
500328,100120,35541.65,USD,2023-07-03,4671.86,Annual,1.0,35541.65,4671.86,35541.65,Medium
500329,100120,37785.72,JOD,2024-02-08,6285.01,Annual,1.41,53277.87,8861.86,53277.87,Medium
500330,100120,38950.99,USD,2024-09-18,1014.58,Annual,1.0,38950.99,1014.58,38950.99,Medium
500331,100121,,USD,2018-09-29,8832.02,Annual,1.0,,8832.02,,Unknown
500332,100122,49325.17,USD,2024-03-12,6756.73,Annual,1.0,49325.17,6756.73,49325.17,Medium
500333,100122,51009.88,USD,2024-12-28,2505.7,Annual,1.0,51009.88,2505.7,51009.88,Medium
500334,100123,48751.23,USD,2016-10-19,6497.44,Annual,1.0,48751.23,6497.44,48751.23,Medium
500335,100123,52712.97,USD,2018-05-04,1630.21,Monthly,1.0,52712.97,1630.21,52712.97,Medium
500336,100123,54555.2,USD,2021-07-26,3549.61,Annual,1.0,54555.2,3549.61,54555.2,Medium
500337,100123,57740.23,USD,2025-10-14,3000.0,Annual,1.0,57740.23,3000.0,57740.23,Medium
500338,100124,70367.85,USD,2026-04-03,5690.41,Annual,1.0,70367.85,5690.41,70367.85,High
500339,100125,38806.35,USD,2016-10-02,1663.86,Annual,1.0,38806.35,1663.86,38806.35,Medium
500340,100125,42000.0,USD,2017-05-29,,Annual,1.0,42000.0,,42000.0,Medium
500341,100125,44144.19,USD,2018-09-28,1710.68,Monthly,1.0,44144.19,1710.68,44144.19,Medium
500342,100125,46198.76,EGP,2020-08-26,2536.91,Annual,0.021,,53.28,,Unknown
500343,100125,48600.93,USD,2025-01-02,8235.11,Monthly,1.0,48600.93,8235.11,48600.93,Medium
500344,100126,79474.67,USD,2019-12-16,9981.0,Annual,1.0,79474.67,9981.0,79474.67,High
500345,100126,82684.0,USD,2020-08-01,3018.82,Annual,1.0,82684.0,3018.82,82684.0,High
500346,100126,85712.07,USD,2025-06-14,3927.76,Annual,1.0,85712.07,3927.76,85712.07,High
500347,100127,1578.62,USD,2018-09-02,0.0,Annual,1.0,,0.0,,Unknown
500348,100127,1629.16,USD,2018-04-04,0.0,Annual,1.0,,0.0,,Unknown
500349,100127,1737.79,USD,2019-12-25,0.0,Annual,1.0,,0.0,,Unknown
500350,100128,33259.43,USD,2023-12-29,4739.37,Annual,1.0,33259.43,4739.37,33259.43,Medium
500351,100129,23433.36,USD,2022-08-31,0.0,Annual,1.0,23433.36,0.0,23433.36,Low
500352,100130,41741.84,USD,,0.0,Annual,1.0,41741.84,0.0,41741.84,Medium
500353,100130,43208.79,USD,2019-09-07,0.0,Annual,1.0,43208.79,0.0,43208.79,Medium
500354,100130,45000.0,USD,2021-01-23,0.0,Annual,1.0,45000.0,0.0,45000.0,Medium
500355,100130,,USD,2025-06-09,0.0,Annual,1.0,,0.0,,Unknown
500356,100130,49768.39,USD,2025-11-19,0.0,Annual,1.0,49768.39,0.0,49768.39,Medium
500357,100131,24676.64,USD,2018-10-09,0.0,Annual,1.0,24676.64,0.0,24676.64,Low
500358,100131,26843.88,USD,2019-04-05,0.0,Annual,1.0,26843.88,0.0,26843.88,Low
500359,100131,27744.44,USD,2019-08-26,0.0,Annual,1.0,27744.44,0.0,27744.44,Low
500360,100131,30000.0,USD,2023-03-03,0.0,Annual,1.0,30000.0,0.0,30000.0,Medium
500361,100131,32320.12,AED,2024-05-25,0.0,Annual,0.27,8726.43,0.0,8726.43,Low
500362,100132,90574.19,USD,,15641.91,Annual,1.0,90574.19,15641.91,90574.19,High
500363,100132,97248.47,USD,2019-12-22,13126.98,Annual,1.0,97248.47,13126.98,97248.47,High
500364,100132,101042.0,EGP,2020-09-22,2470.99,Annual,0.021,,51.89,,Unknown
500365,100132,105297.6,USD,2020-12-25,13000.0,Annual,1.0,105297.6,13000.0,105297.6,High
500366,100132,110779.02,USD,2022-12-15,8172.92,Monthly,1.0,110779.02,8172.92,110779.02,High
500367,100133,33022.39,USD,2025-08-27,2458.79,Annual,1.0,33022.39,2458.79,33022.39,Medium
500368,100134,92884.41,USD,2026-03-22,16061.13,Monthly,1.0,92884.41,16061.13,92884.41,High
500369,100135,80879.85,USD,2022-10-01,11305.28,Monthly,1.0,80879.85,11305.28,80879.85,High
500370,100135,83032.67,USD,2023-05-26,4073.03,Annual,1.0,83032.67,4073.03,83032.67,High
500371,100136,46697.55,USD,2018-12-15,2205.48,Annual,1.0,46697.55,2205.48,46697.55,Medium
500372,100136,50756.0,USD,2022-06-08,6090.04,Monthly,1.0,50756.0,6090.04,50756.0,Medium
500373,100137,65369.55,USD,2016-02-27,4834.4,Annual,1.0,65369.55,4834.4,65369.55,Medium
500374,100137,68303.21,USD,2019-02-04,11096.23,Annual,1.0,68303.21,11096.23,68303.21,Medium
500375,100137,73833.02,USD,2020-04-05,11120.69,Annual,1.0,73833.02,11120.69,73833.02,High
500376,100137,79314.58,USD,2026-03-15,2977.78,Monthly,1.0,79314.58,2977.78,79314.58,High
500377,100138,30488.57,USD,2022-06-27,4539.97,Annual,1.0,30488.57,4539.97,30488.57,Medium
500378,100138,33164.43,USD,2023-08-04,3754.2,Annual,1.0,33164.43,3754.2,33164.43,Medium
500379,100138,34403.48,USD,2023-08-25,2311.03,Annual,1.0,34403.48,2311.03,34403.48,Medium
500380,100139,32521.64,USD,2024-11-29,1226.22,Annual,1.0,32521.64,1226.22,32521.64,Medium
500381,100139,33606.41,USD,2025-01-10,2195.74,Annual,1.0,33606.41,2195.74,33606.41,Medium
500382,100139,35755.93,USD,2025-08-29,1218.72,Annual,1.0,35755.93,1218.72,35755.93,Medium
500383,100140,83938.67,USD,2023-01-21,11527.46,Annual,1.0,83938.67,11527.46,83938.67,High
500384,100140,89632.01,USD,2023-11-16,4313.19,Annual,1.0,89632.01,4313.19,89632.01,High
500385,100141,18603.42,USD,2025-03-22,0.0,Monthly,1.0,18603.42,0.0,18603.42,Low
500386,100141,19099.24,USD,2025-03-27,0.0,Annual,1.0,19099.24,0.0,19099.24,Low
500387,100141,19606.96,USD,2025-08-09,0.0,Annual,1.0,19606.96,0.0,19606.96,Low
500388,100141,20803.12,USD,2025-12-29,0.0,Annual,1.0,20803.12,0.0,20803.12,Low
500389,100142,55379.42,USD,2020-08-19,0.0,Annual,1.0,55379.42,0.0,55379.42,Medium
500390,100142,59071.82,USD,2021-09-29,0.0,Annual,1.0,59071.82,0.0,59071.82,Medium
500391,100142,61196.0,USD,2024-07-21,0.0,Annual,1.0,61196.0,0.0,61196.0,Medium
500392,100143,84943.59,USD,2023-07-23,5570.73,Annual,1.0,84943.59,5570.73,84943.59,High
500393,100143,92062.62,AED,2024-09-15,10352.63,Annual,0.27,24856.91,2795.21,24856.91,Low
500394,100143,96000.0,USD,2026-02-06,15203.82,Annual,1.0,96000.0,15203.82,96000.0,High
500395,100144,55828.7,USD,2024-06-20,7679.84,Annual,1.0,55828.7,7679.84,55828.7,Medium
500396,100145,83026.65,USD,2024-02-03,2597.97,Annual,1.0,83026.65,2597.97,83026.65,High
500397,100145,87290.12,USD,2025-07-29,13150.46,Annual,1.0,87290.12,13150.46,87290.12,High
500398,100145,92084.31,USD,2026-01-31,3719.82,Annual,1.0,92084.31,3719.82,92084.31,High
500399,100146,51142.18,USD,2024-09-21,5371.39,Monthly,1.0,51142.18,5371.39,51142.18,Medium
500400,100147,38819.09,AED,,1136.32,Annual,0.27,10481.15,306.81,10481.15,Low
500401,100147,40259.0,USD,2018-07-25,985.87,Annual,1.0,40259.0,985.87,40259.0,Medium
500402,100147,42518.77,USD,2021-10-22,6598.65,Annual,1.0,42518.77,6598.65,42518.77,Medium
500403,100147,43731.62,USD,2025-01-12,4182.44,Monthly,1.0,43731.62,4182.44,43731.62,Medium
500404,100148,20836.36,JOD,2016-12-04,0.0,Monthly,1.41,29379.27,0.0,29379.27,Low
500405,100149,,USD,2024-10-23,0.0,Annual,1.0,,0.0,,Unknown
500406,100149,20119.97,USD,2024-12-23,0.0,Annual,1.0,20119.97,0.0,20119.97,Low
500407,100149,20993.23,USD,2025-03-05,0.0,Monthly,1.0,20993.23,0.0,20993.23,Low
500408,100150,88341.85,USD,2025-11-22,15228.23,Monthly,1.0,88341.85,15228.23,88341.85,High
500409,100151,13676.19,USD,2025-10-04,0.0,Annual,1.0,13676.19,0.0,13676.19,Low
500410,100152,49013.38,USD,2024-02-07,1742.96,Annual,1.0,49013.38,1742.96,49013.38,Medium
500411,100152,53644.0,AED,2024-11-15,8088.11,Annual,0.27,14483.88,2183.79,14483.88,Low
500412,100153,67713.64,USD,2024-05-15,4042.84,Annual,1.0,67713.64,4042.84,67713.64,Medium
500413,100153,72009.49,USD,2024-05-17,10910.18,Annual,1.0,72009.49,10910.18,72009.49,High
500414,100153,74841.31,USD,2024-10-01,9280.53,Monthly,1.0,74841.31,9280.53,74841.31,High
500415,100154,48300.13,USD,2022-11-19,1365.07,Annual,1.0,48300.13,1365.07,48300.13,Medium
500416,100154,50957.92,USD,2023-05-03,2490.23,Annual,1.0,50957.92,2490.23,50957.92,Medium
500417,100154,263968.31,USD,2023-12-04,6526.98,Annual,1.0,263968.31,6526.98,263968.31,Executive
500418,100155,19719.31,JOD,2025-10-19,0.0,Annual,1.41,27804.23,0.0,27804.23,Low
500419,100156,4885.9,INR,2020-01-24,4437.44,Annual,0.012,,53.25,,Unknown
500420,100156,5018.85,USD,2021-09-26,823.15,Annual,1.0,5018.85,823.15,5018.85,Low
500421,100156,24785.53,USD,2023-07-21,338.64,Annual,1.0,24785.53,338.64,24785.53,Low
500422,100156,26749.22,JOD,2023-09-28,1000.0,Annual,1.41,37716.4,1410.0,37716.4,Medium
500423,100157,22540.18,USD,2015-06-29,0.0,Annual,1.0,22540.18,0.0,22540.18,Low
500424,100158,11659.4,USD,2020-11-17,,Annual,1.0,11659.4,,11659.4,Low
500425,100158,12561.93,USD,2024-08-23,0.0,Monthly,1.0,12561.93,0.0,12561.93,Low
500426,100159,26280.17,INR,2022-03-09,2332.06,Annual,0.012,,27.98,,Unknown
500427,100159,27590.26,USD,2022-09-15,868.98,Annual,1.0,27590.26,868.98,27590.26,Low
500428,100159,29923.85,USD,2022-10-12,5294.93,Annual,1.0,29923.85,5294.93,29923.85,Low
500429,100159,32333.09,JOD,2024-08-14,2297.08,Annual,1.41,45589.66,3238.88,45589.66,Medium
500430,100160,21166.75,USD,2020-08-28,1598.35,Monthly,1.0,21166.75,1598.35,21166.75,Low
500431,100160,22986.4,USD,2023-01-20,1295.75,Annual,1.0,22986.4,1295.75,22986.4,Low
500432,100161,,USD,2024-01-11,4000.0,Annual,1.0,,4000.0,,Unknown
500433,100162,47969.0,USD,2025-06-07,6208.53,Monthly,1.0,47969.0,6208.53,47969.0,Medium
500434,100162,51160.45,USD,2026-03-28,4940.15,Monthly,1.0,51160.45,4940.15,51160.45,Medium
500435,100163,89698.79,USD,2022-05-21,15469.29,Annual,1.0,89698.79,15469.29,89698.79,High
500436,100164,42071.0,USD,2021-04-16,6335.8,Annual,1.0,42071.0,6335.8,42071.0,Medium
500437,100165,155759.01,USD,2024-12-05,24776.12,Annual,1.0,155759.01,24776.12,155759.01,Executive
500438,100165,163950.24,USD,2025-08-17,20443.84,Annual,1.0,163950.24,20443.84,163950.24,Executive
500439,100166,38362.72,USD,2023-09-30,0.0,Annual,1.0,38362.72,0.0,38362.72,Medium
500440,100166,40606.39,USD,2024-03-02,0.0,Annual,1.0,40606.39,0.0,40606.39,Medium
500441,100167,121638.84,USD,2019-02-22,2915.32,Annual,1.0,121638.84,2915.32,121638.84,Executive
500442,100168,26455.0,USD,2019-10-16,3779.76,Annual,1.0,26455.0,3779.76,26455.0,Low
500443,100168,27592.33,JOD,2021-03-07,2497.34,Annual,1.41,38905.19,3521.25,38905.19,Medium
500444,100168,29044.4,USD,2023-07-11,3714.11,Annual,1.0,29044.4,3714.11,29044.4,Low
500445,100168,31300.72,USD,2026-03-01,3965.0,Annual,1.0,31300.72,3965.0,31300.72,Medium
500446,100169,22504.96,USD,2015-12-14,3912.54,Annual,1.0,22504.96,3912.54,22504.96,Low
500447,100169,23735.06,USD,2025-02-12,1961.56,Monthly,1.0,23735.06,1961.56,23735.06,Low
500448,100170,27266.76,USD,2024-05-21,740.82,Annual,1.0,27266.76,740.82,27266.76,Low
500449,100171,33629.65,JOD,2016-09-16,1579.4,Monthly,1.41,47417.81,2226.95,47417.81,Medium
500450,100171,34688.71,USD,2019-11-18,3019.03,Monthly,1.0,34688.71,3019.03,34688.71,Medium
500451,100171,35896.65,USD,2020-11-06,1106.76,Annual,1.0,35896.65,1106.76,35896.65,Medium
500452,100171,37343.77,USD,2026-01-03,4056.65,Annual,1.0,37343.77,4056.65,37343.77,Medium
500453,100172,28668.6,USD,2021-06-17,0.0,Annual,1.0,28668.6,0.0,28668.6,Low
500454,100173,31433.17,AED,2019-12-24,1833.53,Annual,0.27,8486.96,495.05,8486.96,Low
500455,100173,34239.0,USD,2024-06-09,5738.47,Annual,1.0,34239.0,5738.47,34239.0,Medium
500456,100173,35251.26,USD,2025-08-09,3566.68,Annual,1.0,35251.26,3566.68,35251.26,Medium
500457,100174,,USD,2016-09-01,2723.63,Monthly,1.0,,2723.63,,Unknown
500458,100174,125107.09,USD,2016-05-23,10204.37,Annual,1.0,125107.09,10204.37,125107.09,Executive
500459,100174,131625.62,USD,2016-07-24,22494.85,Annual,1.0,131625.62,22494.85,131625.62,Executive
500460,100174,136389.84,USD,2016-09-06,20060.75,Annual,1.0,136389.84,20060.75,136389.84,Executive
500461,100175,105684.84,USD,2024-12-12,13102.93,Annual,1.0,105684.84,13102.93,105684.84,High
500462,100176,29222.51,USD,2022-11-16,3812.54,Annual,1.0,29222.51,3812.54,29222.51,Low
500463,100176,30235.16,USD,2024-06-13,5289.63,Annual,1.0,30235.16,5289.63,30235.16,Medium
500464,100176,31623.67,USD,2025-07-03,5590.69,Annual,1.0,31623.67,5590.69,31623.67,Medium
500465,100176,33213.43,USD,2025-07-30,1382.4,Annual,1.0,33213.43,1382.4,33213.43,Medium
500466,100177,54472.5,USD,2024-06-04,7507.73,Annual,1.0,54472.5,7507.73,54472.5,Medium
500467,100177,59000.0,EGP,2024-06-25,3176.23,Annual,0.021,,66.7,,Unknown
500468,100177,62972.21,USD,2024-12-14,10749.95,Annual,1.0,62972.21,10749.95,62972.21,Medium
500469,100178,56407.78,USD,2021-08-31,,Annual,1.0,56407.78,,56407.78,Medium
500470,100178,,USD,2022-08-21,0.0,Annual,1.0,,0.0,,Unknown
500471,100179,52551.44,USD,2015-12-11,6351.0,Annual,1.0,52551.44,6351.0,52551.44,Medium
500472,100179,54428.98,USD,2017-04-08,6811.36,Annual,1.0,54428.98,6811.36,54428.98,Medium
500473,100179,59305.78,USD,2020-12-11,10630.82,Annual,1.0,59305.78,10630.82,59305.78,Medium
500474,100179,63117.61,USD,2022-06-22,6743.49,Annual,1.0,63117.61,6743.49,63117.61,Medium
500475,100179,66715.9,USD,2024-05-21,7406.72,Annual,1.0,66715.9,7406.72,66715.9,Medium
500476,100180,30073.58,USD,2021-09-25,3924.3,Annual,1.0,30073.58,3924.3,30073.58,Medium
500477,100180,30910.49,USD,2023-05-25,2461.18,Annual,1.0,30910.49,2461.18,30910.49,Medium
500478,100180,32944.37,USD,2024-07-24,2246.4,Annual,1.0,32944.37,2246.4,32944.37,Medium
500479,100180,35261.06,USD,2025-07-19,1313.2,Annual,1.0,35261.06,1313.2,35261.06,Medium
500480,100180,38481.08,USD,2025-07-22,5573.46,Annual,1.0,38481.08,5573.46,38481.08,Medium
500481,100181,55172.45,USD,2018-10-14,7127.16,Annual,1.0,55172.45,7127.16,55172.45,Medium
500482,100181,58010.86,JOD,2019-02-22,9999.43,Annual,1.41,81795.31,14099.2,81795.31,High
500483,100181,59699.3,USD,2024-04-06,8843.7,Annual,1.0,59699.3,8843.7,59699.3,Medium
500484,100181,64822.58,INR,2025-02-12,3025.95,Monthly,0.012,,36.31,,Unknown
500485,100182,15955.13,AED,2023-05-28,0.0,Annual,0.27,,0.0,,Unknown
500486,100182,16839.74,JOD,2023-08-06,0.0,Annual,1.41,23744.03,0.0,23744.03,Low
500487,100182,17726.24,USD,2025-06-29,0.0,Annual,1.0,17726.24,0.0,17726.24,Low
500488,100183,5819.16,USD,2020-03-31,6386.23,Annual,1.0,5819.16,6386.23,5819.16,Low
500489,100183,6228.74,USD,2022-09-15,547.11,Monthly,1.0,6228.74,547.11,6228.74,Low
500490,100184,26058.13,USD,2023-11-07,3364.89,Annual,1.0,26058.13,3364.89,26058.13,Low
500491,100184,27086.44,JOD,2023-12-18,4634.39,Annual,1.41,38191.88,6534.49,38191.88,Medium
500492,100184,28017.83,USD,2024-06-04,3696.73,Annual,1.0,28017.83,3696.73,28017.83,Low
500493,100185,10442.52,JOD,2018-10-12,0.0,Monthly,1.41,14723.95,0.0,14723.95,Low
500494,100185,11000.0,USD,2020-03-08,0.0,Annual,1.0,11000.0,0.0,11000.0,Low
500495,100185,11483.6,USD,2022-12-10,0.0,Annual,1.0,11483.6,0.0,11483.6,Low
500496,100186,45755.02,USD,2025-10-18,4654.0,Annual,1.0,45755.02,4654.0,45755.02,Medium
500497,100187,33055.86,JOD,2020-04-02,2987.31,Monthly,1.41,46608.76,4212.11,46608.76,Medium
500498,100188,102324.23,USD,2024-01-25,16529.41,Annual,1.0,102324.23,16529.41,102324.23,High
500499,100189,17674.2,USD,2022-08-10,0.0,Annual,1.0,17674.2,0.0,17674.2,Low
500500,100189,19113.6,USD,2023-03-11,0.0,Monthly,1.0,19113.6,0.0,19113.6,Low
500501,100190,25896.48,JOD,2025-01-11,0.0,Annual,1.41,36514.04,0.0,36514.04,Medium
500502,100190,28217.75,USD,2025-03-17,0.0,Annual,1.0,28217.75,0.0,28217.75,Low
500503,100191,105770.82,USD,2020-01-05,6690.7,Monthly,1.0,105770.82,6690.7,105770.82,High
500504,100191,111762.3,USD,2020-06-24,2597.37,Monthly,1.0,111762.3,2597.37,111762.3,High
500505,100191,115211.9,USD,2023-10-29,5892.53,Annual,1.0,115211.9,5892.53,115211.9,High
500506,100191,125268.19,USD,2024-08-09,8932.27,Annual,1.0,125268.19,8932.27,125268.19,Executive
500507,100192,33127.99,USD,2022-01-22,3826.45,Annual,1.0,33127.99,3826.45,33127.99,Medium
500508,100192,35530.51,USD,2022-06-02,3085.41,Annual,1.0,35530.51,3085.41,35530.51,Medium
500509,100193,91084.44,INR,2020-10-06,7485.12,Annual,0.012,,89.82,,Unknown
500510,100193,93626.39,JOD,2025-08-02,9000.0,Annual,1.41,132013.21,12690.0,132013.21,Executive
500511,100194,53497.46,USD,2023-01-22,0.0,Annual,1.0,53497.46,0.0,53497.46,Medium
500512,100194,55141.0,USD,2023-02-09,0.0,Annual,1.0,55141.0,0.0,55141.0,Medium
500513,100194,59896.26,EGP,2024-11-08,0.0,Annual,0.021,,0.0,,Unknown
500514,100194,65231.1,USD,2024-08-29,0.0,Annual,1.0,65231.1,0.0,65231.1,Medium
500515,100194,68176.68,AED,2025-08-31,0.0,Annual,0.27,18407.7,0.0,18407.7,Low
500516,100195,82528.24,USD,2023-05-21,11364.17,Annual,1.0,82528.24,11364.17,82528.24,High
500517,100195,89585.74,JOD,2023-07-03,5866.47,Monthly,1.41,126315.89,8271.72,126315.89,Executive
500518,100195,97256.16,USD,2024-05-10,6186.21,Annual,1.0,97256.16,6186.21,97256.16,High
500519,100195,102431.41,USD,2024-12-13,7236.03,Annual,1.0,102431.41,7236.03,102431.41,High
500520,100196,37460.96,USD,2021-12-26,5874.71,Annual,1.0,37460.96,5874.71,37460.96,Medium
500521,100196,40795.6,USD,2022-10-07,4053.53,Annual,1.0,40795.6,4053.53,40795.6,Medium
500522,100197,36932.32,USD,2022-09-14,3033.43,Annual,1.0,36932.32,3033.43,36932.32,Medium
500523,100197,39304.32,JOD,2023-06-30,2840.08,Annual,1.41,55419.09,4004.51,55419.09,Medium
500524,100198,48639.29,JOD,2017-06-30,3305.92,Annual,1.41,68581.4,4661.35,68581.4,Medium
500525,100199,52848.29,JOD,2025-02-08,1519.81,Annual,1.41,74516.09,2142.93,74516.09,High
500526,100200,119370.09,USD,2022-12-01,4753.28,Annual,1.0,119370.09,4753.28,119370.09,High
500527,100201,16848.86,USD,2019-12-19,0.0,Annual,1.0,16848.86,0.0,16848.86,Low
500528,100201,18074.25,EGP,2020-03-02,0.0,Annual,0.021,,0.0,,Unknown
500529,100201,19152.26,USD,2020-04-04,0.0,Annual,1.0,19152.26,0.0,19152.26,Low
500530,100201,19701.33,USD,2020-07-14,0.0,Annual,1.0,19701.33,0.0,19701.33,Low
500531,100201,20647.07,USD,2021-11-29,0.0,Annual,1.0,20647.07,0.0,20647.07,Low
500532,100202,31043.47,JOD,2025-02-14,0.0,Annual,1.41,43771.29,0.0,43771.29,Medium
