survey_id,employee_id,survey_date,satisfaction_score,engagement_score,work_life_balance_score,manager_relationship_score,career_growth_score,compensation_satisfaction_score,overall_satisfaction_score,satisfaction_category
900280,100129,2024-11-30,4.0,5.0,5.0,5.0,4.0,3.0,4.33,High Satisfaction
900281,100130,2025-08-28,3.0,4.0,3.0,3.0,3.0,,3.2,Medium Satisfaction
900282,100131,2022-08-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Satisfaction
900283,100131,2023-07-15,5.0,5.0,5.0,4.0,5.0,5.0,4.83,High Satisfaction
900284,100131,2024-11-14,4.0,4.0,4.0,5.0,5.0,,4.4,High Satisfaction
900285,100132,2022-05-28,2.0,2.0,2.0,3.0,1.0,2.0,2.0,Low Satisfaction
900286,100132,2025-08-11,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
900287,100133,2025-09-09,2.0,2.0,1.0,2.0,,1.0,1.6,Low Satisfaction
900288,100133,2025-09-21,2.0,2.0,3.0,2.0,2.0,2.0,2.17,Low Satisfaction
900289,100133,2025-09-30,3.0,3.0,3.0,,3.0,3.0,3.0,Medium Satisfaction
900290,100134,2026-01-22,4.0,,4.0,5.0,4.0,4.0,4.2,High Satisfaction
900291,100134,2026-03-07,4.0,3.0,3.0,3.0,3.0,4.0,3.33,High Satisfaction
900292,100134,2026-04-02,2.0,3.0,3.0,2.0,1.0,2.0,2.17,Low Satisfaction
900293,100135,2022-08-12,2.0,2.0,2.0,2.0,1.0,4.0,2.17,Low Satisfaction
900294,100135,2023-01-07,3.0,3.0,4.0,2.0,2.0,3.0,2.83,Medium Satisfaction
900295,100135,2023-09-15,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
900296,100135,2024-01-11,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
900297,100136,2023-04-02,2.0,3.0,2.0,3.0,3.0,2.0,2.5,Low Satisfaction
900298,100136,2023-08-26,2.0,1.0,2.0,1.0,2.0,1.0,1.5,Low Satisfaction
900299,100137,2022-11-11,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
900300,100137,2024-04-04,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
900301,100138,2023-10-30,4.0,4.0,5.0,4.0,4.0,4.0,4.17,High Satisfaction
900302,100138,2024-01-23,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
900303,100139,2024-12-23,3.0,2.0,3.0,2.0,2.0,2.0,2.33,Medium Satisfaction
900304,100139,2025-01-16,3.0,,2.0,3.0,2.0,2.0,2.4,Medium Satisfaction
900305,100139,2025-06-07,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900306,100139,2025-08-30,4.0,3.0,4.0,3.0,3.0,3.0,3.33,High Satisfaction
900307,100140,2023-07-22,3.0,3.0,3.0,3.0,2.0,3.0,2.83,Medium Satisfaction
900308,100141,2024-10-31,3.0,4.0,3.0,4.0,4.0,3.0,3.5,Medium Satisfaction
900309,100142,2022-07-26,3.0,3.0,4.0,3.0,2.0,2.0,2.83,Medium Satisfaction
900310,100142,2025-01-11,2.0,3.0,1.0,3.0,2.0,2.0,2.17,Low Satisfaction
900311,100143,2025-09-05,3.0,3.0,3.0,4.0,2.0,1.0,2.67,Medium Satisfaction
900312,100144,2026-04-04,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900313,100145,2023-12-12,4.0,4.0,4.0,3.0,4.0,4.0,3.83,High Satisfaction
900314,100145,2024-01-08,3.0,3.0,3.0,4.0,4.0,2.0,3.17,Medium Satisfaction
900315,100145,2024-08-21,3.0,2.0,3.0,4.0,3.0,2.0,2.83,Medium Satisfaction
900316,100145,2024-11-12,3.0,4.0,4.0,4.0,4.0,3.0,3.67,Medium Satisfaction
900317,100146,2024-03-27,2.0,3.0,3.0,,1.0,2.0,2.2,Low Satisfaction
900318,100146,2026-03-21,2.0,1.0,2.0,1.0,2.0,1.0,1.5,Low Satisfaction
900319,100147,2023-06-12,4.0,4.0,5.0,5.0,4.0,3.0,4.17,High Satisfaction
900320,100147,2023-08-16,4.0,5.0,4.0,4.0,5.0,4.0,4.33,High Satisfaction
900321,100147,2024-06-04,4.0,3.0,4.0,4.0,4.0,3.0,3.67,High Satisfaction
900322,100147,2025-01-22,4.0,3.0,3.0,4.0,3.0,4.0,3.5,High Satisfaction
900323,100148,2022-11-11,2.0,2.0,2.0,3.0,3.0,,2.4,Low Satisfaction
900324,100148,2022-12-02,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
900325,100148,2024-01-18,3.0,2.0,2.0,3.0,3.0,3.0,2.67,Medium Satisfaction
900326,100149,2025-12-28,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900327,100150,2024-10-03,3.0,3.0,3.0,4.0,3.0,4.0,3.33,Medium Satisfaction
900328,100150,2026-03-24,3.0,3.0,4.0,3.0,3.0,3.0,3.17,Medium Satisfaction
900329,100151,2026-02-26,3.0,,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900330,100151,2026-03-05,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
900331,100152,2023-11-24,3.0,4.0,3.0,3.0,3.0,3.0,3.17,Medium Satisfaction
900332,100152,2024-06-07,3.0,3.0,4.0,3.0,3.0,3.0,3.17,Medium Satisfaction
900333,100153,2025-06-21,4.0,3.0,4.0,4.0,3.0,4.0,3.67,High Satisfaction
900334,100153,2025-08-24,3.0,3.0,3.0,3.0,4.0,4.0,3.33,Medium Satisfaction
900335,100153,2025-08-26,4.0,3.0,3.0,3.0,4.0,3.0,3.33,High Satisfaction
900336,100153,2025-12-23,3.0,4.0,3.0,4.0,3.0,2.0,3.17,Medium Satisfaction
900337,100154,2022-02-09,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
900338,100154,2022-04-23,2.0,3.0,3.0,3.0,2.0,2.0,2.5,Low Satisfaction
900339,100154,2023-03-08,3.0,3.0,2.0,3.0,2.0,3.0,2.67,Medium Satisfaction
900340,100155,2024-03-10,4.0,4.0,5.0,4.0,4.0,5.0,4.33,High Satisfaction
900341,100155,2024-07-18,3.0,,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900342,100155,2024-12-18,4.0,4.0,3.0,5.0,4.0,5.0,4.17,High Satisfaction
900343,100156,2023-03-24,1.0,1.0,1.0,1.0,1.0,2.0,1.17,Low Satisfaction
900344,100156,2023-04-23,2.0,2.0,2.0,3.0,2.0,1.0,2.0,Low Satisfaction
900345,100158,2023-11-27,5.0,5.0,5.0,5.0,5.0,4.0,4.83,High Satisfaction
900346,100158,2025-04-15,5.0,5.0,5.0,5.0,4.0,4.0,4.67,High Satisfaction
900347,100158,2025-12-29,4.0,4.0,4.0,4.0,5.0,5.0,4.33,High Satisfaction
900348,100160,2022-01-31,3.0,3.0,3.0,,3.0,3.0,3.0,Medium Satisfaction
900349,100160,2023-06-29,3.0,4.0,3.0,4.0,3.0,3.0,3.33,Medium Satisfaction
900350,100161,2023-04-05,4.0,4.0,4.0,5.0,4.0,5.0,4.33,High Satisfaction
900351,100161,2025-02-21,4.0,5.0,5.0,4.0,4.0,4.0,4.33,High Satisfaction
900352,100161,2025-04-23,5.0,5.0,4.0,5.0,5.0,5.0,4.83,High Satisfaction
900353,100162,2025-07-09,3.0,3.0,4.0,3.0,3.0,3.0,3.17,Medium Satisfaction
900354,100162,2025-08-04,2.0,2.0,2.0,2.0,2.0,3.0,2.17,Low Satisfaction
900355,100162,2025-09-09,2.0,2.0,2.0,2.0,3.0,3.0,2.33,Low Satisfaction
900356,100162,2026-04-08,3.0,4.0,2.0,3.0,3.0,2.0,2.83,Medium Satisfaction
900357,100163,2022-11-30,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
900358,100163,2024-09-01,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
900359,100163,2025-07-19,3.0,3.0,2.0,3.0,2.0,2.0,2.5,Medium Satisfaction
900360,100164,2022-04-21,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
900361,100164,2024-09-28,4.0,3.0,4.0,4.0,4.0,4.0,3.83,High Satisfaction
900362,100164,2025-04-11,4.0,4.0,3.0,3.0,3.0,3.0,3.33,High Satisfaction
900363,100164,2025-09-18,3.0,4.0,3.0,4.0,,2.0,3.2,Medium Satisfaction
900364,100165,2024-11-06,5.0,5.0,5.0,4.0,4.0,4.0,4.5,High Satisfaction
900365,100165,2025-05-12,3.0,3.0,4.0,3.0,3.0,3.0,3.17,Medium Satisfaction
900366,100166,2023-10-07,3.0,4.0,4.0,3.0,3.0,3.0,3.33,Medium Satisfaction
900367,100166,2024-05-31,4.0,3.0,4.0,3.0,4.0,3.0,3.5,High Satisfaction
900368,100166,2024-08-29,4.0,3.0,4.0,3.0,3.0,3.0,3.33,High Satisfaction
900369,100166,2025-01-30,4.0,,4.0,3.0,4.0,,3.75,High Satisfaction
900370,100167,2022-04-17,4.0,4.0,3.0,5.0,4.0,4.0,4.0,High Satisfaction
900371,100167,2022-06-03,3.0,3.0,3.0,4.0,4.0,4.0,3.5,Medium Satisfaction
900372,100167,2026-04-01,3.0,4.0,3.0,4.0,3.0,3.0,3.33,Medium Satisfaction
900373,100168,2024-09-06,5.0,5.0,5.0,5.0,4.0,4.0,4.67,High Satisfaction
900374,100168,2025-08-19,4.0,4.0,,4.0,4.0,4.0,4.0,High Satisfaction
900375,100169,2022-02-27,4.0,4.0,4.0,4.0,3.0,3.0,3.67,High Satisfaction
900376,100169,2022-07-06,4.0,4.0,4.0,4.0,3.0,3.0,3.67,High Satisfaction
900377,100169,2023-01-08,4.0,4.0,5.0,4.0,4.0,5.0,4.33,High Satisfaction
900378,100169,2023-07-08,4.0,4.0,3.0,5.0,5.0,5.0,4.33,High Satisfaction
900379,100170,2024-09-15,4.0,4.0,2.0,4.0,3.0,4.0,3.5,High Satisfaction
900380,100170,2024-10-02,3.0,4.0,2.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900381,100170,2025-05-04,3.0,3.0,3.0,2.0,3.0,,2.8,Medium Satisfaction
900382,100171,2025-07-12,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900383,100171,2025-08-08,3.0,2.0,2.0,2.0,3.0,3.0,2.5,Medium Satisfaction
900384,100171,2026-04-27,2.0,2.0,3.0,2.0,2.0,2.0,2.17,Low Satisfaction
900385,100173,2022-08-31,2.0,3.0,1.0,1.0,2.0,2.0,1.83,Low Satisfaction
900386,100173,2024-02-06,2.0,3.0,2.0,2.0,2.0,2.0,2.17,Low Satisfaction
900387,100173,2024-11-16,2.0,2.0,2.0,2.0,2.0,1.0,1.83,Low Satisfaction
900388,100173,2025-11-14,2.0,1.0,3.0,2.0,2.0,1.0,1.83,Low Satisfaction
900389,100175,2025-05-29,2.0,3.0,2.0,2.0,3.0,2.0,2.33,Low Satisfaction
900390,100175,2025-07-26,2.0,2.0,2.0,2.0,,2.0,2.0,Low Satisfaction
900391,100176,2023-04-18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900392,100176,2024-05-30,3.0,4.0,4.0,3.0,2.0,3.0,3.17,Medium Satisfaction
900393,100176,2024-09-25,4.0,4.0,3.0,5.0,4.0,3.0,3.83,High Satisfaction
900394,100176,2024-12-07,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900395,100177,2024-12-06,3.0,3.0,4.0,4.0,4.0,3.0,3.5,Medium Satisfaction
900396,100177,2025-08-25,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900397,100177,2025-09-17,4.0,3.0,3.0,3.0,4.0,5.0,3.67,High Satisfaction
900398,100177,2025-11-20,3.0,2.0,2.0,3.0,3.0,2.0,2.5,Medium Satisfaction
900399,100180,2022-02-13,3.0,3.0,3.0,4.0,4.0,3.0,3.33,Medium Satisfaction
900400,100180,2022-09-28,4.0,3.0,3.0,5.0,4.0,3.0,3.67,High Satisfaction
900401,100180,2023-09-24,4.0,3.0,,3.0,4.0,3.0,3.4,High Satisfaction
900402,100180,2025-09-16,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
900403,100182,2024-01-09,2.0,3.0,2.0,3.0,2.0,2.0,2.33,Low Satisfaction
900404,100184,2023-01-12,4.0,4.0,3.0,4.0,4.0,4.0,3.83,High Satisfaction
900405,100184,2023-02-02,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900406,100184,2023-10-13,3.0,2.0,3.0,3.0,2.0,2.0,2.5,Medium Satisfaction
900407,100185,2023-06-09,3.0,3.0,3.0,3.0,2.0,3.0,2.83,Medium Satisfaction
900408,100185,2024-04-22,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900409,100185,2026-04-13,3.0,2.0,,3.0,3.0,4.0,3.0,Medium Satisfaction
900410,100186,2025-12-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Satisfaction
900411,100186,2025-12-23,4.0,4.0,4.0,4.0,5.0,4.0,4.17,High Satisfaction
900412,100186,2026-01-10,5.0,5.0,4.0,5.0,5.0,5.0,4.83,High Satisfaction
900413,100187,2022-01-05,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
900414,100187,2024-01-02,3.0,3.0,2.0,2.0,3.0,2.0,2.5,Medium Satisfaction
900415,100187,2024-05-06,2.0,2.0,2.0,2.0,2.0,3.0,2.17,Low Satisfaction
900416,100188,2024-03-07,4.0,5.0,4.0,4.0,4.0,4.0,4.17,High Satisfaction
900417,100188,2025-12-22,4.0,4.0,5.0,5.0,5.0,3.0,4.33,High Satisfaction
900418,100190,2025-04-14,3.0,2.0,4.0,2.0,3.0,4.0,3.0,Medium Satisfaction
900419,100191,2022-07-27,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900420,100191,2022-12-24,4.0,3.0,5.0,4.0,,4.0,4.0,High Satisfaction
900421,100191,2026-01-15,4.0,4.0,4.0,4.0,3.0,3.0,3.67,High Satisfaction
900422,100192,2022-07-26,4.0,4.0,3.0,4.0,3.0,4.0,3.67,High Satisfaction
900423,100192,2023-03-28,3.0,3.0,3.0,3.0,4.0,3.0,3.17,Medium Satisfaction
900424,100192,2026-07-03,4.0,4.0,5.0,4.0,4.0,3.0,4.0,High Satisfaction
900425,100193,2022-10-23,4.0,5.0,4.0,,,5.0,4.5,High Satisfaction
900426,100193,2023-08-12,5.0,5.0,5.0,5.0,5.0,4.0,4.83,High Satisfaction
900427,100193,2024-04-12,4.0,4.0,4.0,3.0,4.0,5.0,4.0,High Satisfaction
900428,100194,2022-11-04,4.0,5.0,4.0,4.0,4.0,5.0,4.33,High Satisfaction
900429,100194,2024-08-27,4.0,4.0,5.0,5.0,4.0,5.0,4.5,High Satisfaction
900430,100194,2025-05-15,5.0,4.0,5.0,5.0,4.0,,4.6,High Satisfaction
900431,100195,2025-12-30,3.0,2.0,2.0,3.0,2.0,2.0,2.33,Medium Satisfaction
900432,100196,2022-09-24,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900433,100197,2024-06-02,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900434,100198,2022-02-24,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
900435,100198,2024-06-02,,2.0,2.0,3.0,2.0,2.0,2.2,Unknown
900436,100199,2024-07-20,4.0,4.0,4.0,5.0,3.0,3.0,3.83,High Satisfaction
900437,100200,2022-01-02,2.0,2.0,2.0,2.0,3.0,2.0,2.17,Low Satisfaction
900438,100200,2023-06-13,2.0,1.0,2.0,2.0,3.0,2.0,2.0,Low Satisfaction
900439,100200,2024-03-15,2.0,2.0,3.0,3.0,3.0,2.0,2.5,Low Satisfaction
900440,100200,2025-09-20,2.0,2.0,1.0,3.0,1.0,2.0,1.83,Low Satisfaction
900441,100201,2023-04-17,3.0,3.0,3.0,4.0,2.0,3.0,3.0,Medium Satisfaction
900442,100201,2023-06-18,4.0,4.0,4.0,5.0,4.0,3.0,4.0,High Satisfaction
900443,100201,2023-07-25,4.0,4.0,5.0,4.0,5.0,,4.4,High Satisfaction
900444,100202,2025-10-20,4.0,4.0,,4.0,3.0,3.0,3.6,High Satisfaction
900445,100202,2025-12-14,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900446,100202,2026-01-31,4.0,4.0,4.0,4.0,3.0,3.0,3.67,High Satisfaction
900447,100202,2026-03-20,4.0,4.0,4.0,4.0,4.0,3.0,3.83,High Satisfaction
900448,100204,2025-07-02,4.0,4.0,,3.0,3.0,3.0,3.4,High Satisfaction
900449,100204,2025-11-29,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900450,100204,2026-03-08,4.0,4.0,5.0,3.0,4.0,4.0,4.0,High Satisfaction
900451,100205,2024-08-14,3.0,2.0,3.0,2.0,2.0,1.0,2.17,Medium Satisfaction
900452,100205,2024-12-11,3.0,3.0,2.0,3.0,3.0,2.0,2.67,Medium Satisfaction
900453,100206,2023-06-10,3.0,3.0,3.0,3.0,2.0,2.0,2.67,Medium Satisfaction
900454,100206,2023-09-28,3.0,3.0,3.0,3.0,4.0,3.0,3.17,Medium Satisfaction
900455,100206,2023-12-18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900456,100206,2024-09-17,3.0,3.0,3.0,4.0,3.0,4.0,3.33,Medium Satisfaction
900457,100207,2022-09-19,5.0,5.0,4.0,4.0,4.0,4.0,4.33,High Satisfaction
900458,100207,2023-06-20,3.0,3.0,3.0,4.0,4.0,3.0,3.33,Medium Satisfaction
900459,100207,2023-12-25,4.0,4.0,5.0,4.0,4.0,5.0,4.33,High Satisfaction
900460,100208,2022-04-26,3.0,3.0,3.0,3.0,,3.0,3.0,Medium Satisfaction
900461,100208,2024-02-19,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
900462,100208,2025-02-07,3.0,3.0,2.0,3.0,2.0,3.0,2.67,Medium Satisfaction
900463,100208,2025-07-01,1.0,2.0,1.0,1.0,1.0,2.0,1.33,Low Satisfaction
900464,100214,2024-10-08,3.0,3.0,3.0,2.0,3.0,1.0,2.5,Medium Satisfaction
900465,100214,2026-01-27,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
900466,100215,2022-05-13,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
900467,100216,2024-01-15,3.0,,3.0,4.0,3.0,3.0,3.2,Medium Satisfaction
900468,100216,2025-05-24,2.0,1.0,2.0,2.0,2.0,2.0,1.83,Low Satisfaction
900469,100216,2026-02-08,3.0,3.0,2.0,2.0,3.0,3.0,2.67,Medium Satisfaction
900470,100216,2026-04-17,2.0,2.0,3.0,,2.0,2.0,2.2,Low Satisfaction
900471,100217,2022-09-25,4.0,5.0,5.0,3.0,5.0,5.0,4.5,High Satisfaction
900472,100217,2025-08-14,4.0,3.0,4.0,4.0,4.0,4.0,3.83,High Satisfaction
900473,100218,2024-11-28,4.0,3.0,5.0,4.0,4.0,3.0,3.83,High Satisfaction
900474,100218,2025-07-04,3.0,4.0,3.0,4.0,3.0,3.0,3.33,Medium Satisfaction
900475,100219,2025-06-29,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
900476,100219,2025-09-07,4.0,5.0,5.0,4.0,4.0,4.0,4.33,High Satisfaction
900477,100219,2026-02-14,4.0,4.0,4.0,3.0,3.0,3.0,3.5,High Satisfaction
900478,100220,2024-09-15,2.0,1.0,1.0,2.0,2.0,2.0,1.67,Low Satisfaction
900479,100220,2024-11-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Low Satisfaction
900480,100220,1900-01-01,1.0,2.0,2.0,1.0,,1.0,1.4,Low Satisfaction
900481,100221,2024-12-05,5.0,4.0,4.0,5.0,5.0,5.0,4.67,High Satisfaction
900482,100221,2025-09-27,3.0,3.0,3.0,,3.0,3.0,3.0,Medium Satisfaction
900483,100222,2023-03-10,4.0,4.0,3.0,4.0,4.0,3.0,3.67,High Satisfaction
900484,100222,2024-09-19,4.0,5.0,5.0,5.0,4.0,,4.6,High Satisfaction
900485,100223,2023-05-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Low Satisfaction
900486,100223,2023-09-22,2.0,2.0,1.0,2.0,2.0,3.0,2.0,Low Satisfaction
900487,100224,2025-05-23,2.0,2.0,2.0,2.0,2.0,1.0,1.83,Low Satisfaction
900488,100225,2023-03-20,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
900489,100225,2023-07-22,3.0,3.0,3.0,,3.0,3.0,3.0,Medium Satisfaction
900490,100225,2025-05-03,3.0,2.0,3.0,3.0,2.0,2.0,2.5,Medium Satisfaction
900491,100225,2025-07-29,3.0,3.0,3.0,4.0,3.0,2.0,3.0,Medium Satisfaction
900492,100226,2023-06-25,5.0,5.0,5.0,5.0,5.0,4.0,4.83,High Satisfaction
900493,100226,2024-06-18,3.0,4.0,3.0,4.0,4.0,3.0,3.5,Medium Satisfaction
900494,100226,2026-02-27,4.0,3.0,4.0,3.0,3.0,4.0,3.5,High Satisfaction
900495,100227,2025-01-10,3.0,4.0,4.0,3.0,3.0,3.0,3.33,Medium Satisfaction
900496,100228,2025-01-04,1.0,2.0,1.0,1.0,2.0,1.0,1.33,Low Satisfaction
900497,100229,2023-01-09,5.0,5.0,4.0,4.0,4.0,4.0,4.33,High Satisfaction
900498,100229,2024-03-02,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900499,100232,2023-08-01,4.0,3.0,4.0,3.0,3.0,4.0,3.5,High Satisfaction
900500,100232,2024-02-08,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900501,100233,2024-04-07,3.0,2.0,3.0,3.0,3.0,3.0,2.83,Medium Satisfaction
900502,100233,2024-11-08,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
900503,100233,2026-04-27,2.0,1.0,2.0,2.0,2.0,2.0,1.83,Low Satisfaction
900504,100234,2023-08-13,3.0,3.0,4.0,2.0,3.0,3.0,3.0,Medium Satisfaction
900505,100234,2024-04-28,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
900506,100234,2024-08-16,3.0,4.0,3.0,3.0,3.0,3.0,3.17,Medium Satisfaction
900507,100235,2023-10-21,4.0,4.0,4.0,3.0,4.0,4.0,3.83,High Satisfaction
900508,100235,2025-01-07,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
900509,100236,2022-02-17,4.0,4.0,,4.0,4.0,4.0,4.0,High Satisfaction
900510,100236,2023-01-19,4.0,4.0,3.0,4.0,4.0,3.0,3.67,High Satisfaction
900511,100236,2025-08-04,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900512,100237,2022-09-19,4.0,4.0,3.0,3.0,4.0,3.0,3.5,High Satisfaction
900513,100237,2023-04-25,4.0,5.0,4.0,4.0,4.0,5.0,4.33,High Satisfaction
900514,100237,2023-06-09,4.0,3.0,4.0,4.0,3.0,3.0,3.5,High Satisfaction
900515,100237,2023-10-24,3.0,4.0,3.0,3.0,,4.0,3.4,Medium Satisfaction
900516,100238,2023-05-31,4.0,4.0,3.0,4.0,3.0,4.0,3.67,High Satisfaction
900517,100238,2024-03-11,3.0,4.0,3.0,3.0,4.0,3.0,3.33,Medium Satisfaction
900518,100238,2024-12-03,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900519,100238,2025-08-21,3.0,4.0,3.0,,3.0,2.0,3.0,Medium Satisfaction
900520,100239,2022-07-26,4.0,,3.0,4.0,3.0,4.0,3.6,High Satisfaction
900521,100239,2023-02-16,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900522,100240,2022-11-20,2.0,3.0,2.0,3.0,2.0,1.0,2.17,Low Satisfaction
900523,100240,2023-04-02,3.0,3.0,3.0,2.0,4.0,2.0,2.83,Medium Satisfaction
900524,100240,2023-04-10,2.0,3.0,2.0,1.0,2.0,2.0,2.0,Low Satisfaction
900525,100240,2024-04-11,2.0,2.0,2.0,3.0,2.0,1.0,2.0,Low Satisfaction
900526,100241,2022-03-09,3.0,2.0,3.0,2.0,3.0,2.0,2.5,Medium Satisfaction
900527,100241,2024-12-23,3.0,3.0,3.0,3.0,4.0,4.0,3.33,Medium Satisfaction
900528,100241,,3.0,3.0,3.0,4.0,3.0,4.0,3.33,Medium Satisfaction
900529,100241,2025-07-19,3.0,3.0,2.0,2.0,4.0,3.0,2.83,Medium Satisfaction
900530,100242,2022-02-16,2.0,2.0,2.0,3.0,2.0,2.0,2.17,Low Satisfaction
900531,100242,2022-07-03,3.0,3.0,3.0,3.0,2.0,2.0,2.67,Medium Satisfaction
900532,100242,2024-01-27,3.0,3.0,3.0,1.0,2.0,3.0,2.5,Medium Satisfaction
900533,100242,2024-09-26,3.0,3.0,2.0,2.0,3.0,2.0,2.5,Medium Satisfaction
900534,100243,2023-06-09,4.0,4.0,3.0,3.0,4.0,4.0,3.67,High Satisfaction
900535,100243,2023-09-05,4.0,5.0,5.0,5.0,4.0,4.0,4.5,High Satisfaction
900536,100244,2025-04-17,3.0,3.0,2.0,2.0,3.0,2.0,2.5,Medium Satisfaction
900537,100245,2023-06-02,3.0,3.0,3.0,3.0,4.0,2.0,3.0,Medium Satisfaction
900538,100245,2024-02-20,3.0,4.0,3.0,2.0,3.0,3.0,3.0,Medium Satisfaction
900539,100245,2024-11-22,3.0,3.0,3.0,4.0,3.0,2.0,3.0,Medium Satisfaction
900540,100246,2022-12-07,3.0,4.0,,4.0,4.0,4.0,3.8,Medium Satisfaction
900541,100246,2026-04-13,3.0,4.0,4.0,3.0,3.0,3.0,3.33,Medium Satisfaction
900542,100248,2024-02-18,4.0,4.0,4.0,3.0,4.0,4.0,3.83,High Satisfaction
900543,100248,2024-06-18,3.0,3.0,4.0,4.0,4.0,3.0,3.5,Medium Satisfaction
900544,100248,2024-08-08,4.0,5.0,3.0,4.0,4.0,4.0,4.0,High Satisfaction
900545,100249,2022-01-01,2.0,2.0,2.0,2.0,2.0,1.0,1.83,Low Satisfaction
900546,100249,2022-01-18,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
900547,100249,2022-11-24,2.0,2.0,2.0,2.0,2.0,1.0,1.83,Low Satisfaction
900548,100249,2022-12-28,2.0,2.0,2.0,3.0,2.0,2.0,2.17,Low Satisfaction
900549,100251,2022-01-17,4.0,4.0,4.0,4.0,,4.0,4.0,High Satisfaction
900550,100252,2022-07-08,2.0,2.0,3.0,3.0,2.0,3.0,2.5,Low Satisfaction
900551,100252,2025-03-25,2.0,3.0,2.0,2.0,3.0,2.0,2.33,Low Satisfaction
900552,100252,2025-08-02,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
900553,100252,2026-02-17,2.0,3.0,2.0,2.0,2.0,3.0,2.33,Low Satisfaction
900554,100253,2022-10-27,3.0,2.0,2.0,3.0,3.0,3.0,2.67,Medium Satisfaction
900555,100253,2023-01-20,2.0,2.0,2.0,2.0,3.0,2.0,2.17,Low Satisfaction
900556,100253,2023-09-01,3.0,4.0,,3.0,3.0,2.0,3.0,Medium Satisfaction
900557,100254,2022-03-16,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
900558,100254,2024-06-02,4.0,4.0,2.0,3.0,4.0,4.0,3.5,High Satisfaction
900559,100254,2024-08-09,4.0,4.0,4.0,3.0,3.0,4.0,3.67,High Satisfaction
