survey_id,employee_id,survey_date,satisfaction_score,engagement_score,work_life_balance_score,manager_relationship_score,career_growth_score,compensation_satisfaction_score
902216,101033,2023-08-10,3,3,3,3,2,2
902217,101033,2023-12-30,3,3,3,3,4,4
902218,101033,2024-05-12,3,4,3,2,2,3
902219,101035,2025-09-22,3,2,3,3,3,2
902220,101036,2022-07-22,4,4,5,4,4,5
902221,101036,2024-10-04,4,5,4,4,4,4
902222,101036,2024-11-19,5,5,5,5,4,5
902223,101036,2025-05-22,4,4,4,3,3,4
902224,101037,06/02/2023,3,3,3,3,2,3
902225,101037,10/01/2024,4,4,3,4,4,3
902226,101037,"Oct 03, 2024",3,2,2,2,1,2
902227,101037,2025-06-24,3,3,4,3,3,
902228,101040,2022-04-05,5,4,5,4,4,4
902229,101040,2022-12-01,5,4,4,5,4,5
902230,101040,2025-04-03,5,4,5,4,4,5
902231,101040,2026-04-20,4,4,5,4,5,4
902232,101041,2025-08-07,4,5,4,4,4,4
902233,101042,2023-01-24,4,5,4,3,4,3
902234,101043,2024-02-16,3,4,2,4,3,3
902235,101043,2024-04-19,3,3,4,4,2,3
902236,101043,2024-12-12,3,4,3,3,3,3
902237,101045,2023-02-22,4,4,4,4,4,4
902238,101045,2023-10-24,4,4,3,,4,4
902239,101045,2025-06-12,4,5,4,4,4,4
902240,101045,12/03/2025,4,4,5,5,4,4
902241,101047,15-09-2024,2,2,3,2,2,2
902242,101047,2025-11-21,2,2,,3,2,2
902243,101047,2026-04-30,3,3,3,3,3,1
902244,101048,2022-07-12,3,3,4,4,3,2
902245,101048,2022-10-10,5,5,5,5,5,5
902246,101048,02-06-2024,5,5,5,5,5,4
902247,101049,2022-01-06,5,5,4,4,4,4
902248,101049,2025-01-03,5,5,5,5,5,5
902249,101051,2023/03/01,3,3,3,3,4,4
902250,101051,04-06-2023,3,3,3,3,3,3
902251,101051,26-05-2024,4,3,4,4,4,3
902252,101051,2025-02-27,4,4,4,4,4,3
902253,101052,2025-06-01,2,2,2,3,2,2
902254,101054,09-05-2024,5,5,,5,5,4
902255,101054,2024-09-20,4,3,4,4,4,4
902256,101055,2022-12-26,4,4,3,5,4,4
902257,101055,20-03-2023,4,4,4,5,4,4
902258,101056,2022-12-06,3,3,3,3,3,4
902259,101056,"Apr 05, 2023",2,2,2,2,2,3
902260,101056,2023-12-09,2,3,3,3,2,3
902261,101057,2023-03-03,2,2,2,3,2,2
902262,101057,2023-07-16,3,3,3,3,3,3
902263,101057,2023-10-14,2,3,2,2,2,2
902264,101058,2022-04-02,4,4,2,5,5,3
902265,101058,2022-10-21,4,4,4,4,4,4
902266,101058,2024-08-20,5,4,4,,5,4
902267,101058,2026-01-03,5,5,5,5,4,3
902268,101059,2023-06-24,4,3,4,4,4,4
902269,101059,2023-07-08,4,4,3,4,5,4
902270,101059,2023-07-30,4,4,4,4,3,3
902271,101059,2026-04-12,4,5,5,4,4,
902272,101060,03/02/2022,4,4,3,5,4,4
902273,101060,2022-06-15,4,3,4,4,3,4
902274,101060,2023-01-17,3,3,3,3,4,3
902275,101060,2023-06-19,3,3,3,4,3,4
902276,101061,"Nov 12, 2022",4,4,4,4,3,4
902277,101061,2024-09-09,4,4,4,3,4,4
902278,101061,2025-06-28,4,3,4,3,4,3
902279,101062,2023-01-27,3,4,4,3,4,3
902280,101062,2023-06-16,3,4,3,4,4,2
902281,101062,"Apr 22, 2025",3,,4,,4,
902282,101062,2025-08-09,3,3,3,3,3,4
902283,101064,2024-03-23,4,5,5,3,4,4
902284,101064,2024-08-29,3,3,3,4,3,3
902285,101066,2023-08-13,4,4,4,3,4,5
902286,101066,07/23/2024,4,4,5,,3,4
902287,101066,2024-08-30,3,3,3,3,3,2
902288,101066,"Jan 28, 2025",4,4,4,3,3,3
902289,101067,2026-02-28,4,4,,3,3,2
902290,101068,2023-02-15,2,3,3,3,3,2
902291,101068,30-06-2023,2,2,1,2,1,1
902292,101070,2025-11-15,2,2,2,2,2,2
902293,101071,2025-07-10,4,3,4,3,4,
902294,101071,2025-11-10,3,,4,4,4,3
902295,101072,2023-05-30,3,3,3,3,3,3
902296,101073,2025-11-13,3,3,3,3,3,3
902297,101073,2026-02-26,3,2,4,4,4,3
902298,101074,06-05-2022,3,3,4,2,,2
902299,101076,05/24/2024,3,3,3,3,3,2
902300,101077,TBD,4,4,4,4,5,3
902301,101077,04-03-2026,4,4,3,3,4,3
902302,101077,2026-03-05,4,5,4,5,4,4
902303,101077,2026-03-14,4,5,4,,4,4
902304,101078,"Aug 02, 2025",4,4,4,4,4,3
902305,101078,2025-12-15,3,3,3,2,3,3
902306,101078,2026-01-16,4,4,3,3,4,4
902307,101079,2022-12-17,3,3,3,2,3,4
902308,101079,2024-06-13,3,3,3,3,3,3
902309,101080,2024-10-16,2,3,2,2,1,2
902310,101080,2025-04-27,1,1,1,2,1,1
902311,101080,2025-09-16,2,2,3,2,2,2
902312,101081,2024-12-12,4,4,3,4,4,3
902313,101081,2025-06-20,3,3,3,3,3,3
902314,101081,2026-04-23,3,3,2,2,2,
902315,101082,08/15/2024,4,4,5,4,,3
902316,101082,2025-06-19,4,5,3,5,3,3
902317,101082,02/26/2026,5,5,5,5,5,5
902318,101083,2024-01-18,3,4,3,4,4,4
902319,101083,2024-01-21,3,2,3,3,1,3
902320,101083,2025-08-04,4,3,3,4,4,4
902321,101084,"Mar 13, 2026",5,5,5,5,5,5
902322,101084,2026-04-12,5,5,4,5,4,4
902323,101084,2026-04-30,5,5,5,5,4,4
902324,101085,2023-06-16,4,3,4,4,4,4
902325,101085,23-05-2024,4,3,4,4,3,3
902326,101085,2025-02-22,4,4,4,4,,3
902327,101086,2023-05-18,4,3,4,2,3,2
902328,101087,2024-09-16,2,2,3,3,2,
902329,101088,2024/04/08,4,4,5,4,4,4
902330,101089,2024-12-23,5,5,5,5,5,4
902331,101090,2026-04-24,2,2,1,2,2,2
902332,101091,2022-12-12,4,4,4,3,3,4
902333,101091,2025-02-08,3,3,3,3,4,3
902334,101091,2025-02-27,4,3,4,3,4,4
902335,101091,29-07-2025,3,3,3,3,2,3
902336,101092,2023-11-16,4,4,4,4,3,4
902337,101092,2024-04-12,3,3,4,5,4,2
902338,101092,2024-12-01,3,4,4,4,3,4
902339,101093,2024/02/21,3,3,4,4,4,4
902340,101094,11/13/2023,4,4,3,4,3,3
902341,101094,2024-06-17,4,4,4,4,4,3
902342,101095,2024-06-14,2,2,1,2,2,2
902343,101095,2025-02-10,2,3,2,2,2,2
902344,101095,2026-04-06,2,3,2,2,2,2
902345,101096,2022-12-27,3,3,3,3,3,3
902346,101096,2023-06-20,3,3,2,2,4,4
902347,101096,25-01-2024,3,3,4,3,3,3
902348,101096,2025-02-20,4,3,3,3,4,2
902349,101097,12/28/2023,4,4,4,3,4,3
902350,101097,2024-05-06,2,3,2,2,2,2
902351,101098,06/29/2023,3,4,2,3,4,3
902352,101098,2024-11-25,3,2,4,3,3,2
902353,101098,"Nov 28, 2024",4,4,4,,4,3
902354,101098,2025-03-02,3,4,4,3,4,4
902355,101099,2022-04-30,5,5,4,4,4,4
902356,101099,12-01-2024,5,5,5,5,4,5
902357,101099,11/12/2025,5,5,5,5,4,4
902358,101100,2023-05-23,4,4,4,3,4,4
902359,101102,04-03-2023,2,3,3,2,2,2
902360,101104,2023-06-30,4,4,5,4,5,4
902361,101104,2024-12-30,5,5,5,4,5,3
902362,101105,2022-07-21,4,5,4,4,4,4
902363,101106,2024-05-14,3,2,3,2,3,2
902364,101107,04-08-2022,4,3,3,3,4,5
902365,101107,2023-09-27,4,,4,4,4,3
902366,101107,03-01-2025,5,5,5,5,5,4
902367,101107,2025-02-04,4,4,3,3,4,
902368,101108,2022-04-05,4,4,3,4,3,4
902369,101108,07/08/2022,2,2,2,3,2,2
902370,101108,21-02-2023,3,3,4,3,3,3
902371,101108,2025-12-06,3,3,2,3,2,2
902372,101109,2022-09-08,4,4,5,3,4,4
902373,101109,2022-10-02,4,,5,5,4,3
902374,101109,2023-08-07,5,5,5,4,5,5
902375,101109,2024-04-11,4,5,4,4,5,4
902376,101110,2022-11-10,5,5,5,4,5,4
902377,101110,2025-10-14,5,5,5,5,4,5
902378,101111,09/04/2023,4,4,4,4,4,4
902379,101112,2023/01/28,4,4,4,4,4,4
902380,101112,2023-05-25,3,3,2,3,3,3
902381,101113,2026-04-02,3,2,3,3,3,2
902382,101113,2026-04-03,3,3,3,3,2,2
902383,101114,2024-08-24,4,,4,5,5,4
902384,101114,13-06-2025,4,3,3,4,4,4
902385,101114,2025-07-02,4,4,4,4,5,4
902386,101114,2026-01-10,3,4,3,2,3,3
902387,101115,"Jul 03, 2023",4,4,3,4,4,2
902388,101115,07/07/2025,4,4,4,4,3,4
902389,101115,2026-03-06,5,5,5,5,5,5
902390,101116,2026-03-28,4,4,4,4,4,3
902391,101116,2026-04-13,3,3,4,2,4,3
902392,101116,"Apr 20, 2026",4,4,5,4,5,4
902393,101117,07-06-2024,2,2,2,1,2,2
902394,101117,06/08/2024,2,1,,1,2,1
902395,101117,2024-10-04,1,1,1,1,1,1
902396,101118,16-04-2024,3,3,3,3,3,4
902397,101118,2024-11-18,3,3,4,3,3,4
902398,101118,2026-02-02,,3,2,3,3,2
902399,101119,2024-09-05,5,,4,4,4,5
902400,101121,2023-09-10,2,2,1,2,3,2
902401,101121,2024-02-04,2,2,2,2,3,1
902402,101121,2025-03-16,3,2,2,3,3,3
902403,101122,2022-08-23,4,4,4,4,4,4
902404,101122,2023-08-05,3,4,4,4,2,2
902405,101122,2026-04-18,4,3,3,4,4,4
902406,101123,"Feb 27, 2024",3,4,3,2,2,2
902407,101124,22-03-2026,5,5,5,5,4,5
902408,101126,22-06-2024,3,3,3,4,2,2
902409,101126,"Jan 21, 2026",3,3,3,3,2,3
902410,101128,"Mar 25, 2025",4,3,4,4,3,4
902411,101128,2025-08-27,3,3,3,4,3,3
902412,101128,2025-10-30,4,4,4,4,4,3
902413,101129,2024-08-07,4,4,3,4,4,4
902414,101129,12/09/2024,4,4,3,4,3,4
902415,101129,01/02/2025,4,4,3,4,4,2
902416,101129,2025-05-23,4,4,4,3,3,4
902417,101130,2022-01-08,3,2,2,3,3,3
902418,101131,2023-10-18,2,2,3,2,2,2
902419,101131,2024-04-23,3,3,3,,3,3
902420,101131,2024-12-14,4,3,4,4,3,3
902421,101133,2022-06-23,2,2,2,2,2,2
902422,101133,2023-01-19,2,2,2,2,1,3
902423,101133,2025-02-18,3,3,3,3,3,1
902424,101134,2024-01-30,3,4,4,4,3,3
902425,101136,2026-02-02,3,4,3,3,3,4
902426,101136,2026-03-26,4,4,5,5,4,4
902427,101138,2024-07-27,3,3,4,4,3,4
902428,101140,2022-02-12,4,4,4,,2,
902429,101141,2025-12-08,3,3,2,3,3,3
902430,101141,2026-01-07,4,3,4,4,4,3
902431,101142,2022/01/15,2,3,2,4,3,2
902432,101142,2022-01-17,3,4,4,3,3,3
902433,101144,2024-08-01,2,3,3,2,3,1
902434,101144,02/09/2025,2,1,4,3,2,2
902435,101144,2025-04-28,2,2,2,3,1,2
902436,101144,2025-05-20,3,4,4,3,3,3
902437,101145,2024-05-13,4,4,5,4,3,4
902438,101146,2024-06-16,4,3,4,4,4,3
902439,101147,2026-03-26,4,4,3,4,3,4
902440,101148,2022-07-19,3,3,3,3,,3
902441,101148,2024-11-13,3,3,4,4,3,3
902442,101148,2025-12-15,3,3,3,,3,2
902443,101149,2025-06-27,4,4,5,5,,4
902444,101149,2026-04-28,4,4,4,3,3,3
902445,101150,2023-05-04,2,1,,2,2,1
902446,101150,2024-10-18,3,3,3,4,3,3
902447,101150,2025-12-13,3,4,3,,4,3
902448,101150,2026-04-19,3,3,4,4,4,3
902449,101151,2025-12-01,4,4,4,3,4,4
902450,101151,2026-03-23,5,5,5,5,4,3
902451,101152,19-03-2023,4,4,4,3,3,4
902452,101153,2025/02/20,4,4,4,3,3,4
902453,101154,2022-04-06,4,4,3,4,4,4
902454,101154,2022-08-20,4,5,4,4,5,3
902455,101154,2024-09-04,4,4,3,4,4,4
902456,101155,11-03-2022,3,4,4,3,2,2
902457,101155,2022-07-25,4,4,3,5,3,3
902458,101155,2022-09-07,3,3,2,3,3,3
902459,101156,2026-02-22,4,5,5,4,4,4
902460,101156,03/06/2026,5,5,5,5,5,5
902461,101156,"Apr 03, 2026",5,5,5,5,5,5
902462,101157,28-05-2025,4,4,3,3,3,3
902463,101157,2025-11-12,3,3,4,4,2,4
902464,101158,2023-04-16,4,4,3,3,3,4
902465,101158,2023-05-29,4,5,4,4,4,4
902466,101158,2026-02-25,3,3,3,,2,2
902467,101159,2023-08-03,4,4,4,4,4,4
902468,101160,"Jan 28, 2022",3,3,2,,3,4
902469,101160,2023-07-12,4,4,5,4,4,4
902470,101160,2024-01-30,4,3,3,3,4,3
902471,101160,2024-12-25,3,,4,4,3,3
902472,101161,2022-06-10,4,5,4,4,4,5
902473,101161,2023-09-04,5,5,5,5,5,5
902474,101161,2025-01-01,5,5,5,4,4,5
902475,101162,2024-11-16,4,4,4,2,4,5
902476,101163,2022-03-10,5,5,5,5,5,5
902477,101163,2023-09-26,5,5,5,5,5,4
902478,101164,2024-07-26,4,4,4,4,4,4
902479,101165,2025-01-06,3,3,3,3,3,2
902480,101166,2022-10-02,2,2,2,2,2,2
902481,101166,01/19/2024,2,2,1,2,,3
902482,101166,2024/10/11,3,2,2,3,3,2
902483,101167,2022-08-11,4,4,4,3,4,3
902484,101167,2024-05-25,3,3,3,3,3,3
902485,101168,2023-08-17,4,4,4,4,4,4
902486,101168,10/04/2023,4,3,4,4,3,4
902487,101168,2024-08-07,4,3,4,4,4,4
902488,101169,2024-03-25,3,,3,4,3,4
902489,101169,2024-09-02,4,3,3,4,4,4
902490,101169,"Dec 11, 2025",3,3,4,3,4,3
902491,101170,2025-01-18,3,3,4,4,3,3
902492,101171,2022-10-01,4,4,5,4,4,4
902493,101171,2024-04-20,3,3,3,,3,4
902494,101171,2025-06-09,3,3,3,3,,3
902495,101172,02/01/2022,2,2,2,3,2,2
902496,101172,2024-05-24,4,4,,4,3,3
902497,101172,10/17/2025,4,4,5,4,4,4
902498,101173,2023-03-22,4,3,3,4,4,3
902499,101173,2024-06-06,3,3,1,3,3,3
902500,101174,2025-02-19,4,4,3,4,5,4
902501,101174,2025-04-24,4,4,4,3,5,3
902502,101174,2025-06-04,4,4,3,4,4,3
902503,101174,"Aug 11, 2025",3,2,2,3,3,3
902504,101175,2023-08-21,4,3,3,4,3,3
902505,101175,2024-06-10,4,4,5,5,4,5
902506,101175,2025-01-30,4,,4,4,4,5
902507,101176,26-12-2023,4,4,4,5,4,5
902508,101176,10/23/2024,3,3,3,3,3,4
902509,101176,2025-11-26,4,4,4,4,4,4
902510,101177,2025-03-10,4,4,,3,4,4
902511,101177,2026-02-02,4,4,4,,3,3
902512,101177,2026-03-09,4,4,4,5,4,3
902513,101178,2023-03-22,4,3,3,3,4,2
902514,101178,2024-03-20,4,4,4,,3,3
902515,101178,2024-11-05,3,3,3,2,3,4
902516,101178,2026-04-13,4,4,4,4,4,4
902517,101179,2022-10-11,3,4,3,3,4,3
902518,101181,2026-01-29,3,3,3,2,3,2
902519,101181,03/12/2026,3,2,3,2,2,2
902520,101182,2022-04-07,2,3,2,2,3,2
902521,101182,2024-08-01,3,3,3,3,3,2
902522,101182,2026-03-20,2,2,3,2,3,3
902523,101182,2026-04-21,3,2,3,3,4,2
902524,101183,2022-06-29,3,3,2,3,3,3
902525,101183,2022-07-29,3,3,3,2,4,
902526,101183,02/03/2024,3,3,3,3,3,3
902527,101184,2026-03-25,3,,2,3,3,2
902528,101184,2026-04-25,3,4,4,3,3,3
902529,101184,2026-04-30,4,4,4,4,3,3
902530,101185,05/04/2022,3,4,3,3,4,2
902531,101186,2024-10-16,2,2,3,3,3,2
902532,101186,04/12/2025,4,3,4,4,5,4
902533,101187,2024-05-25,3,4,3,3,3,3
902534,101187,"May 12, 2025",4,4,4,4,4,4
902535,101187,2025-08-18,4,4,4,4,4,5
902536,101189,07/09/2022,5,5,5,5,5,5
902537,101189,"Nov 11, 2023",5,5,5,5,4,5
902538,101189,2024-12-06,4,4,4,3,3,3
902539,101189,2025-04-23,4,4,5,5,5,4
902540,101190,2025-07-02,3,3,2,2,3,2
902541,101191,2023-01-06,5,5,5,4,,5
902542,101191,2025-05-01,4,5,4,5,4,4
902543,101191,2025-07-22,5,4,5,5,4,4
902544,101192,2025-10-20,5,5,5,5,4,5
902545,101192,05/01/2026,4,4,4,5,4,5
902546,101193,01/12/2022,3,3,4,4,2,4
902547,101193,2023-05-22,4,4,4,4,3,3
902548,101193,2025-04-17,3,3,3,3,3,4
902549,101193,2025-07-18,4,4,4,4,4,3
902550,101194,2026-02-22,5,5,5,5,4,5
902551,101195,2023-03-12,5,4,4,5,4,4
902552,101196,04/03/2023,4,4,3,3,4,4
902553,101196,2025-10-01,4,,5,4,4,4
902554,101196,2025-11-03,5,5,5,4,4,4
902555,101196,27-04-2026,5,5,5,5,5,4
902556,101197,2024-08-03,3,3,2,4,3,4
902557,101197,09/11/2024,4,4,3,4,4,3
902558,101197,2024-10-14,4,4,4,4,3,4
902559,101197,2024-12-21,4,4,4,3,4,3
902560,101198,2023-06-29,3,3,2,3,2,2
902561,101198,2024-03-12,2,3,2,2,3,2
902562,101198,2024-11-16,2,2,1,1,2,1
902563,101198,2025/04/25,2,3,3,2,2,2
902564,101199,2025/07/24,3,2,3,3,3,3
902565,101199,2025-09-26,4,4,3,4,4,2
902566,101201,2022-12-30,4,4,3,4,4,3
902567,101202,2024-01-02,3,3,3,,3,4
902568,101202,2024-07-23,4,4,4,4,3,4
902569,101203,2023-08-25,3,3,3,3,4,3
902570,101203,2024-08-11,4,4,4,4,5,4
902571,101203,2026-02-16,2,2,3,3,3,2
902572,101204,2024-11-13,4,4,5,4,5,3
902573,101204,2025-05-27,3,4,4,3,3,3
902574,101205,2022-12-12,3,3,4,3,3,3
902575,101209,2022-09-22,3,3,3,3,3,3
902576,101209,2025-12-12,4,4,5,4,4,4
902577,101211,"Jul 17, 2022",4,4,5,5,4,4
902578,101211,22-08-2024,4,4,4,4,5,4
902579,101212,04/16/2022,3,3,4,4,3,3
902580,101213,18-09-2022,3,4,3,3,,2
902581,101213,11/21/2022,3,3,2,3,3,3
902582,101214,2022-02-01,4,4,4,4,,3
902583,101214,2022/05/23,4,4,4,4,4,3
902584,101215,2025-06-30,3,4,3,3,,2
902585,101215,11/06/2025,3,4,3,3,3,3
902586,101216,2022-05-07,4,4,,4,3,5
902587,101216,"Feb 18, 2023",4,4,3,4,4,3
902588,101216,2023-07-25,3,4,3,3,3,3
902589,101217,2023-11-25,4,4,3,5,5,5
902590,101217,2023-11-27,0,3,4,3,4,4
902591,101217,2025-08-14,3,3,4,3,3,3
902592,101217,2025-11-15,3,4,3,2,4,3
902593,101218,2024-11-08,2,3,2,2,2,2
902594,101218,2025/05/06,1,1,2,2,1,1
902595,101218,2025-06-26,2,2,3,3,3,3
902596,101219,05/17/2023,4,3,4,3,4,4
902597,101219,2023-10-21,5,5,3,4,5,4
902598,101219,09/06/2025,5,5,5,5,4,4
902599,101219,2026-02-13,5,5,4,5,4,5
902600,101220,2023-12-04,3,3,3,3,4,3
902601,101224,2025-10-03,3,3,3,2,3,2
902602,101225,2023-11-21,4,4,4,5,5,3
902603,101226,2023-12-13,4,4,4,3,3,4
902604,101226,2024-04-17,3,3,3,2,3,2
902605,101226,2024-10-06,2,2,2,2,2,2
902606,101226,2025-06-20,3,2,3,3,3,2
902607,101227,07/28/2024,4,4,3,3,4,3
902608,101228,25-01-2025,5,5,5,5,4,5
902609,101228,2025-07-09,4,4,4,5,5,3
902610,101229,2022-07-26,2,1,3,2,2,1
902611,101229,2023/10/10,2,3,3,2,2,2
902612,101229,27-10-2023,1,1,2,1,1,1
902613,101230,2023-07-14,3,3,,3,4,3
902614,101230,2025-09-07,3,3,3,3,2,3
902615,101231,2023-03-19,5,5,5,4,4,4
902616,101231,08/13/2024,4,5,4,5,4,4
902617,101231,2024/10/13,5,5,5,5,5,5
902618,101232,2024-06-19,4,3,4,4,4,4
902619,101232,2025-12-17,5,4,5,5,5,5
902620,101233,2023-04-20,4,4,4,5,4,4
902621,101233,2025-03-22,5,,4,5,4,4
902622,101233,2025-11-05,4,5,5,4,5,4
902623,101234,2024-07-01,5,5,4,5,5,5
902624,101234,2025-07-27,4,5,4,5,4,5
902625,101234,2025-11-12,4,5,4,5,4,3
902626,101235,2022-04-26,2,2,2,2,2,2
902627,101235,2023-09-30,3,3,3,4,3,2
902628,101235,2024-04-04,2,2,2,3,2,2
902629,101237,11/24/2025,3,2,4,3,2,3
902630,101238,29-01-2023,3,3,3,4,3,3
902631,101238,2023-09-11,4,4,4,4,4,3
902632,101238,2025-12-25,4,5,4,5,4,4
902633,101239,2022-02-11,2,2,2,2,1,1
902634,101239,2022-03-31,3,2,2,1,2,3
902635,101239,2022-06-11,1,1,1,1,2,1
902636,101240,"Aug 02, 2022",4,4,4,4,4,5
902637,101240,2024-02-06,3,4,3,2,3,2
902638,101241,2022-04-15,3,3,4,4,3,3
902639,101241,2022-07-22,3,3,3,,3,2
902640,101241,2022-09-13,4,5,4,4,3,3
902641,101241,2023/05/29,3,3,3,2,4,3
902642,101242,2024-02-23,3,3,3,3,3,3
902643,101243,08/25/2024,1,1,1,1,2,1
902644,101243,2024-11-11,1,1,2,1,1,1
902645,101243,02/27/2025,1,2,2,1,2,1
902646,101243,04/23/2025,1,1,1,2,2,1
902647,101244,18-08-2022,5,5,4,4,5,4
902648,101244,2023-10-23,4,4,5,4,4,4
902649,101244,2025-12-30,5,5,5,5,4,5
902650,101244,2026-02-27,5,5,5,5,5,4
902651,101245,2024-01-06,3,3,3,3,3,3
902652,101245,2024-12-24,3,3,4,4,3,3
902653,101245,2025-02-13,3,3,3,3,4,3
902654,101246,07-06-2023,5,4,5,5,5,4
902655,101246,2025-01-13,5,5,4,5,4,4
902656,101247,2022-10-16,3,3,2,3,2,3
902657,101247,2024-07-17,3,3,3,,2,3
902658,101248,2024-09-24,4,3,4,4,5,3
902659,101248,2024/12/24,4,4,4,5,5,3
902660,101248,2025-12-03,4,4,4,4,4,5
902661,101249,"Jul 01, 2023",4,5,4,4,4,4
902662,101250,2026/04/20,5,5,4,5,5,5
902663,101251,2022-03-16,2,2,3,3,2,3
902664,101251,2023-01-05,3,3,3,3,3,3
902665,101252,2024-01-12,1,1,1,2,1,1
902666,101254,2022-06-07,4,3,5,4,3,3
902667,101255,2022-08-04,3,3,2,2,3,3
902668,101255,2024-07-03,2,2,1,2,3,3
902669,101255,2025-11-01,3,4,3,4,1,3
902670,101257,2023-01-09,2,2,2,2,1,1
902671,101259,"Aug 04, 2022",3,3,3,3,3,4
902672,101260,2022-05-29,4,4,3,4,4,4
902673,101260,2023-06-14,4,4,5,5,4,3
902674,101260,2023-10-07,4,5,4,4,5,3
902675,101261,2022/02/09,4,4,4,4,4,4
902676,101261,2023-09-13,3,4,4,3,3,3
902677,101261,2025-11-29,4,4,3,4,3,3
902678,101261,2026-03-30,4,4,4,4,4,5
902679,101263,2022-01-27,4,4,5,4,5,4
902680,101263,2024-12-15,3,4,4,4,3,
902681,101264,2024-05-15,4,4,4,3,3,4
902682,101264,2024-05-25,3,4,3,4,4,3
902683,101264,2024/07/19,0,3,3,3,3,2
902684,101264,2024-07-25,2,2,2,2,2,2
902685,101265,2022-03-17,2,2,2,3,3,2
902686,101265,11/04/2022,2,,1,2,2,2
902687,101265,07/24/2023,3,3,3,2,2,3
902688,101266,2022-02-13,3,3,3,3,3,3
902689,101266,2022-02-25,3,3,3,4,3,3
902690,101267,2022-05-20,4,4,4,4,5,4
902691,101267,2022-11-03,5,4,4,5,5,4
902692,101267,2025-11-15,5,3,5,4,5,5
902693,101267,2026-04-24,4,4,3,4,3,5
902694,101269,27-08-2024,4,4,4,4,3,5
902695,101269,2025-09-04,4,3,3,4,4,3
902696,101273,2022-06-28,3,3,3,3,3,3
902697,101273,2023-01-17,3,2,3,3,3,3
902698,101274,12/02/2025,3,2,3,3,3,2
902699,101274,2026-01-14,4,3,3,4,3,3
902700,101274,2026-01-16,4,4,3,4,4,3
902701,101274,2026-04-19,4,4,4,4,5,4
902702,101275,02/07/2024,3,3,3,3,,3
902703,101275,2025-03-21,3,3,3,3,4,3
902704,101275,2025-10-30,4,4,3,3,,2
902705,101276,02/04/2022,4,4,5,4,5,4
902706,101276,07-04-2023,4,5,4,4,4,3
902707,101276,05-06-2023,4,5,4,,5,4
902708,101276,2025-04-23,4,4,4,5,5,
902709,101277,2022-05-23,6,4,4,4,4,4
902710,101277,05/23/2025,5,5,5,4,5,5
902711,101278,2022-05-20,5,5,5,4,5,5
902712,101278,15-01-2026,3,3,3,3,3,
902713,101279,2022-12-31,4,4,4,4,4,4
902714,101279,"May 12, 2023",3,2,4,3,3,4
902715,101279,2024-10-08,4,4,5,4,4,5
902716,101279,2025-12-06,5,5,4,5,4,4
902717,101281,2025-01-22,3,4,4,4,4,3
902718,101281,03/23/2025,4,4,3,4,4,4
902719,101282,2023-01-28,3,2,2,3,2,3
902720,101282,2023-09-11,3,3,3,3,3,3
902721,101282,2024-08-16,4,4,4,4,3,3
902722,101282,2024/09/07,3,3,3,4,2,2
902723,101283,31/31/2024,4,5,4,4,5,5
902724,101283,"Mar 18, 2023",4,4,4,3,5,4
902725,101283,"Apr 30, 2024",4,4,5,5,4,4
902726,101284,"Mar 25, 2026",4,4,4,5,4,3
902727,101285,2023-12-30,3,3,2,4,4,3
902728,101285,2024-11-11,4,5,4,5,5,5
902729,101285,2025-04-12,3,2,3,4,3,1
902730,101286,22-11-2024,3,3,2,3,3,3
902731,101286,2025-04-01,4,2,4,4,3,3
902732,101286,2026-04-21,3,2,3,2,2,3
902733,101286,2026-04-27,2,,3,2,3,3
902734,101287,02/03/2024,3,2,2,3,2,2
902735,101291,2022-03-18,3,3,3,3,2,2
902736,101291,11/15/2022,2,1,2,1,2,1
902737,101291,2023-02-16,2,2,2,2,2,2
902738,101293,2022-04-15,3,3,,3,4,3
902739,101293,05/27/2024,3,3,4,4,4,3
902740,101293,2026/03/09,4,4,5,4,4,4
902741,101294,2022-06-01,3,3,3,4,3,3
902742,101294,2022-09-22,3,4,2,3,3,4
902743,101294,2022-10-26,4,4,2,4,3,3
902744,101294,07/08/2024,3,3,3,4,4,4
902745,101295,2023-09-19,3,3,3,3,3,4
902746,101295,15-08-2025,4,4,4,4,5,5
902747,101296,2024-01-30,3,4,3,4,4,4
902748,101296,"Sep 09, 2025",5,5,5,5,5,5
902749,101296,27-03-2026,4,4,5,4,4,3
902750,101297,2022-04-30,3,3,3,2,2,3
902751,101297,12/06/2022,3,3,3,3,2,2
902752,101297,2025-04-29,4,4,4,4,4,4
902753,101297,2026/03/27,4,3,4,4,3,4
902754,101298,2023-08-14,3,4,3,3,3,3
902755,101298,"Sep 08, 2023",3,4,3,4,4,3
902756,101298,09/04/2024,3,3,4,3,4,2
902757,101298,2025-11-27,3,4,3,3,4,3
902758,101299,2022-08-14,4,4,,3,4,3
902759,101300,2022-07-08,3,2,3,2,3,2
902760,101300,2023-06-18,4,4,3,5,4,4
902761,101300,2024-02-12,4,4,4,5,4,3
902762,101301,"Apr 30, 2022",2,2,2,2,2,3
902763,101301,2022-06-28,3,2,3,3,,2
902764,101301,04/17/2023,2,2,2,1,2,2
902765,101302,2025-11-26,3,3,3,3,3,3
902766,101302,2026-04-25,3,4,4,4,3,3
902767,101303,03/27/2023,3,3,3,3,3,3
902768,101304,2022-08-02,4,4,4,4,4,3
902769,101306,2026-04-15,4,4,3,4,4,4
902770,101306,"Apr 27, 2026",4,4,4,4,4,4
