training_id,employee_id,program_name,training_category,start_date,completion_date,completion_status,training_score,training_hours
300309,100078,New Hire Onboarding,Onboarding,2026-02-17,2026-03-28,Completed,84.0,8.9
300310,100078,Data Privacy and GDPR,Compliance,2021-04-03,07-05-2021,Completed,77.9,2.1
300311,100079,Secure Coding Basics,Technical,2026-03-19,,Assigned,,11.0
300312,100079,Leadership Essentials,Leadership,2024-08-25,,In Progress,,19.2
300313,100080,New Hire Onboarding,Onboarding,2026-02-23,,Assigned,,8.2
300314,100080,Enterprise Sales Methodology,Sales,2022-03-14,2022-04-28,Complete,74.1,13.7
300315,100080,Data Privacy and GDPR,Compliance,2023-09-05,,In Progress,,3.2
300316,100080,Secure Coding Basics,Technical,2021-11-05,2021-11-26,Completed,79.0,10.7
300317,100080,SQL for Business Analysts,Technical,2023-03-25,29-04-2023,Completed,86.0,17.4
300318,100080,Cybersecurity Awareness,Compliance,2025-04-03,04/17/2025,Completed,77.8,2.4
300319,100080,Leadership Essentials,Leadership,2024-03-20,,In Progress,,18.8
300320,100081,New Hire Onboarding,Onboarding,2023-08-11,,Not Started,,8.7
300321,100081,Advanced Customer Handling,Customer Experience,23-06-2024,,In Progress,,12.8
300322,100081,Secure Coding Basics,Technical,2026-02-08,2026-02-15,Completed,88.1,5.0
300323,100081,Leadership Essentials,Leadership,2025-11-21,,Not Started,,17.5
300324,100082,Advanced Customer Handling,Customer Experience,2021-09-24,2021-10-22,Completed,63.0,13.4
300325,100083,Manager Coaching Skills,Leadership,2021-01-01,,Not Started,,22.3
300326,100084,New Hire Onboarding,Onboarding,2025/11/29,2025-12-20,Completed,57.3,6.8
300327,100084,Product Discovery Basics,Product,2022-09-15,,In Progress,,7.9
300328,100084,New Hire Onboarding,Onboarding,2025-09-07,,Not Started,,8.4
300329,100084,Secure Coding Basics,Technical,2024-01-30,2024-02-01,Completed,93.3,10.7
300330,100085,New Hire Onboarding,Onboarding,2024-01-08,11-01-2024,Completed,82.5,12.5
300331,100085,Power BI Fundamentals,Technical,2023-08-04,2023-08-07,Complete,93.0,14.1
300332,100085,Conflict Resolution,Soft Skills,2024-11-26,11/28/2024,Completed,78.8,6.4
300333,100086,New Hire Onboarding,Onboarding,2025-03-02,,Dropped,,7.4
300334,100086,Product Discovery Basics,Product,2024-10-07,2024/10/17,Completed,66.3,7.9
300335,100086,Secure Coding Basics,Technical,2022-06-07,2022-07-22,Complete,77.7,9.1
300336,100086,Manager Coaching Skills,Leadership,2024-09-13,2024-09-22,Completed,79.6,19.4
300337,100086,SQL for Business Analysts,Technical,2021-01-08,2021-01-15,Completed,80.1,21.3
300338,100087,New Hire Onboarding,Onboarding,13-10-2022,2022-11-02,Complete,71.3,9.8
300339,100088,SQL for Business Analysts,Technical,2025-07-30,2025-09-05,Completed,73.1,16.5
300340,100088,Leadership Essentials,Leadership,01/09/2022,01/17/2022,Completed,79.2,19.3
300341,100089,New Hire Onboarding,Onboarding,2023-08-30,"Oct 08, 2023",Completed,73.9,7.1
300342,100089,Secure Coding Basics,Technical,2023-01-19,,In Progress,,6.4
300343,100089,Data Privacy and GDPR,Compliance,2021-05-08,18-06-2021,Completed,55.5,3.3
300344,100089,Power BI Fundamentals,Technical,2021-09-08,2021-09-13,Completed,88.5,11.6
300345,100090,New Hire Onboarding,Onboarding,"May 04, 2025",11-06-2025,Completed,67.3,8.9
300346,100090,Conflict Resolution,Soft Skills,2024-03-31,31/31/2024,Completed,82.6,4.4
300347,100090,Leadership Essentials,Leadership,2023-02-27,03/02/2023,Complete,71.5,14.5
300348,100090,Cybersecurity Awareness,Compliance,2022-11-03,2022-11-29,Completed,67.2,2.2
300349,100090,Secure Coding Basics,Technical,2024-07-31,,Completed,70.4,7.3
300350,100091,New Hire Onboarding,Onboarding,2025-11-09,2025-11-25,Completed,62.7,7.4
300351,100091,Cybersecurity Awareness,Compliance,"Jan 10, 2021",,Dropped,,1.5
300352,100092,New Hire Onboarding,Onboarding,2025-08-26,2025-10-08,Completed,77.6,8.6
300353,100092,Data Privacy and GDPR,Compliance,2024-01-15,,In Progress,,2.5
300354,100092,SQL for Business Analysts,Technical,2023-06-27,,In Progress,,20.9
300355,100092,Leadership Essentials,Leadership,09/14/2022,2022-10-09,Completed,65.2,20.8
300356,100093,New Hire Onboarding,Onboarding,2025/05/11,2025/06/23,Completed,82.0,7.5
300357,100093,Product Discovery Basics,Product,2022-03-11,2022-03-19,Complete,73.3,9.6
300358,100093,Leadership Essentials,Leadership,2025-07-20,2025-09-03,Completed,74.5,21.6
300359,100094,Enterprise Sales Methodology,Sales,2022-11-16,2022-12-16,Completed,78.0,20.5
300360,100095,New Hire Onboarding,Onboarding,"Sep 11, 2024",2024-09-21,Completed,66.2,8.0
300361,100096,New Hire Onboarding,Onboarding,2021-11-07,,Assigned,,8.6
300362,100096,Cybersecurity Awareness,Compliance,2021-12-10,2022-01-04,Completed,70.3,2.0
300363,100096,Enterprise Sales Methodology,Sales,2021-04-11,2021-05-15,Completed,93.7,20.7
300364,100096,New Hire Onboarding,Onboarding,"Feb 12, 2022",2022-03-10,Completed,100.0,6.0
300365,100096,Power BI Fundamentals,Technical,2025-07-23,"Aug 15, 2025",Completed,73.6,14.7
300366,100097,Product Discovery Basics,Product,2025-01-18,,In Progress,,10.3
300367,100097,Cybersecurity Awareness,Compliance,2025-03-20,2025-04-09,Complete,69.8,2.5
300368,100097,Enterprise Sales Methodology,Sales,2025-11-03,2025-11-20,Complete,74.2,21.7
300369,100097,Data Privacy and GDPR,Compliance,2025-09-28,2025-10-18,Completed,64.9,2.3
300370,100097,Advanced Customer Handling,Customer Experience,05-02-2025,1900-01-01,Complete,100.0,11.7
300371,100097,Power BI Fundamentals,Technical,2026-02-06,03/12/2026,Completed,84.4,17.7
300372,100098,Leadership Essentials,Leadership,01/02/2024,,Assigned,,18.9
300373,100098,Power BI Fundamentals,Technical,2024-02-16,21-02-2024,Done,70.8,15.3
300374,100098,SQL for Business Analysts,Technical,2025-10-17,2025-11-28,Completed,99.3,13.6
300375,100099,SQL for Business Analysts,Technical,2023-03-03,2023-03-15,Complete,78.1,12.2
300376,100100,New Hire Onboarding,Onboarding,22-10-2024,2024-10-25,Done,62.3,8.0
300377,100100,SQL for Business Analysts,Technical,2022-09-20,,Completed,79.9,13.4
300378,100100,Secure Coding Basics,Technical,2022-02-04,,In Progress,,11.8
300379,100100,Advanced Customer Handling,Customer Experience,2025-02-12,2025-02-16,Done,71.8,12.8
300380,100101,Enterprise Sales Methodology,Sales,2025-12-23,01/08/2026,Completed,81.4,12.2
300381,100101,Secure Coding Basics,Technical,2025-12-11,20-01-2026,Completed,88.1,8.5
300382,100101,Leadership Essentials,Leadership,2026-02-20,2026-03-19,Completed,52.1,18.7
300383,100101,SQL for Business Analysts,Technical,02/08/2026,2026-02-17,Completed,77.8,21.1
300384,100101,Power BI Fundamentals,Technical,2025-11-22,"Nov 26, 2025",Completed,83.2,15.6
300385,100101,Manager Coaching Skills,Leadership,26-08-2025,"Sep 28, 2025",Completed,95.8,14.7
300386,100102,Product Discovery Basics,Product,2022-04-06,04/22/2022,Completed,68.7,9.4
300387,100102,Data Privacy and GDPR,Compliance,2024-04-06,,In Progress,,3.6
300388,100102,Conflict Resolution,Soft Skills,2021-02-06,03/04/2021,Completed,83.6,4.7
300389,100102,Manager Coaching Skills,Leadership,2024-11-17,2024-12-14,Completed,68.0,18.7
300390,100103,Advanced Customer Handling,Customer Experience,03/07/2025,2025-03-24,Completed,76.4,15.8
300391,100103,Conflict Resolution,Soft Skills,03-09-2024,2024-09-05,Completed,62.8,7.8
300392,100103,Power BI Fundamentals,Technical,17-12-2023,,In Progress,,15.2
300393,100103,Product Discovery Basics,Product,2025-04-25,2025/05/22,Completed,83.0,6.5
300394,100104,New Hire Onboarding,Onboarding,2021-01-29,03/15/2021,Completed,77.2,6.8
300395,100104,Leadership Essentials,Leadership,2023-02-21,2023-03-29,Completed,81.2,20.1
300396,100104,Data Privacy and GDPR,Compliance,17-03-2021,2021-04-06,Complete,79.5,2.9
300397,100104,Product Discovery Basics,Product,10-04-2022,2022-04-27,Completed,70.8,7.7
300398,100104,New Hire Onboarding,Onboarding,2023-02-22,,In Progress,,7.7
300399,100105,New Hire Onboarding,Onboarding,"Mar 29, 2024",2024-05-03,Complete,81.6,7.1
300400,100105,Leadership Essentials,Leadership,2023-10-09,,Completed,74.7,17.8
300401,100105,Power BI Fundamentals,Technical,"Nov 12, 2023",2023-12-21,Complete,75.0,15.9
300402,100105,Conflict Resolution,Soft Skills,2024-11-10,,Dropped,,6.2
300403,100105,Manager Coaching Skills,Leadership,2023-10-05,2023-10-22,Completed,83.6,14.9
300404,100106,New Hire Onboarding,Onboarding,2024-07-15,2024-08-26,Completed,83.2,7.0
300405,100106,Conflict Resolution,Soft Skills,"Feb 25, 2026",2026-02-26,Completed,76.0,6.8
300406,100106,Leadership Essentials,Leadership,2025-06-03,,Assigned,,16.8
300407,100106,Manager Coaching Skills,Leadership,2023-10-21,,In Progress,,16.3
300408,100107,New Hire Onboarding,Onboarding,2026-01-31,,Dropped,,6.8
300409,100107,Product Discovery Basics,Product,2025/11/17,2025-12-29,Completed,82.5,7.7
300410,100107,SQL for Business Analysts,Technical,2024-08-19,2024-09-14,Completed,69.6,16.0
300411,100107,Power BI Fundamentals,Technical,"Aug 25, 2025",2025-09-03,Complete,80.0,13.9
300412,100107,Manager Coaching Skills,Leadership,"Aug 07, 2025",2025-09-15,Completed,79.9,15.5
300413,100107,Leadership Essentials,Leadership,2025/02/01,,Assigned,,20.7
300414,100108,New Hire Onboarding,Onboarding,28-04-2023,2023-05-07,Completed,96.4,9.5
300415,100108,Secure Coding Basics,Technical,2023-03-11,,Dropped,,6.9
300416,100108,Data Privacy and GDPR,Compliance,2021-12-30,,Not Started,,3.3
300417,100108,Cybersecurity Awareness,Compliance,2022-02-01,2022-02-26,Completed,84.7,2.1
300418,100108,SQL for Business Analysts,Technical,2022-10-14,,Assigned,,20.4
300419,100108,New Hire Onboarding,Onboarding,2024-04-23,"May 12, 2024",Completed,89.8,7.9
300420,100108,Leadership Essentials,Leadership,"Oct 12, 2024",2024-10-20,Completed,81.3,16.1
300421,100109,New Hire Onboarding,Onboarding,2026-04-04,,Not Started,,7.6
300422,100109,New Hire Onboarding,Onboarding,2021-08-10,,In Progress,,8.0
300423,100109,Data Privacy and GDPR,Compliance,2022-12-27,01/08/2023,Completed,68.1,2.6
300424,100109,SQL for Business Analysts,Technical,2025-06-24,,Not Started,,19.6
300425,100109,Product Discovery Basics,Product,2021-02-27,,Assigned,,8.6
300426,100110,Cybersecurity Awareness,Compliance,2022-04-09,05/06/2022,Completed,73.8,2.6
300427,100111,New Hire Onboarding,Onboarding,2026-03-05,2026/03/19,Completed,75.6,8.6
300428,100111,Advanced Customer Handling,Customer Experience,2023-02-05,27-02-2023,Complete,70.0,14.1
300429,100111,Data Privacy and GDPR,Compliance,2021-07-03,2021-07-31,Done,89.9,3.7
300430,100111,Secure Coding Basics,Technical,2022-11-28,2022-12-29,Done,80.1,8.5
300431,100112,New Hire Onboarding,Onboarding,10/09/2024,2024-10-19,Completed,73.6,6.8
300432,100112,Manager Coaching Skills,Leadership,2023-09-05,,In Progress,,14.1
300433,100113,New Hire Onboarding,Onboarding,2025-01-06,2025/02/20,Completed,40.6,5.6
300434,100113,Cybersecurity Awareness,Compliance,2024-10-31,,In Progress,,2.1
300435,100113,Power BI Fundamentals,Technical,"Jan 20, 2024",2024-02-26,Completed,78.2,14.7
300436,100113,Secure Coding Basics,Technical,2025-07-06,,Completed,67.4,14.9
300437,100114,New Hire Onboarding,Onboarding,2024-04-01,2024-04-08,Completed,66.7,10.0
300438,100114,Product Discovery Basics,Product,12/08/2021,2021-12-12,Completed,81.2,8.7
300439,100115,New Hire Onboarding,Onboarding,2024-11-22,,In Progress,,7.5
300440,100115,Manager Coaching Skills,Leadership,2025-03-01,,Done,67.8,15.0
300441,100116,New Hire Onboarding,Onboarding,2022-08-17,2022-09-08,Completed,85.6,9.2
300442,100116,Conflict Resolution,Soft Skills,2023-02-15,"Mar 24, 2023",Completed,82.2,7.4
300443,100116,Cybersecurity Awareness,Compliance,2021-10-05,2021/11/09,Completed,64.5,1.9
300444,100116,Secure Coding Basics,Technical,2026-02-25,03/20/2026,Done,79.0,5.6
300445,100116,New Hire Onboarding,Onboarding,2022-03-05,,In Progress,,10.7
300446,100116,Enterprise Sales Methodology,Sales,07-07-2023,,Assigned,,18.8
300447,100117,New Hire Onboarding,Onboarding,2023-06-12,2023/06/28,Complete,79.3,9.8
300448,100118,New Hire Onboarding,Onboarding,08/08/2025,31-08-2025,Completed,92.0,10.6
300449,100118,Product Discovery Basics,Product,2025-05-12,,Assigned,,7.8
300450,100119,New Hire Onboarding,Onboarding,2026-03-16,,Not Started,,6.9
300451,100119,Data Privacy and GDPR,Compliance,2025-11-12,2025-12-09,Completed,96.4,2.6
300452,100119,Manager Coaching Skills,Leadership,09/30/2025,,In Progress,,13.7
300453,100119,SQL for Business Analysts,Technical,2026-02-19,2026-02-22,Completed,73.6,14.6
300454,100120,New Hire Onboarding,Onboarding,2022-08-06,,In Progress,,6.1
300455,100120,Leadership Essentials,Leadership,2021-08-16,2021-09-26,Completed,78.2,19.9
300456,100120,Secure Coding Basics,Technical,03/15/2023,2023-04-04,Completed,71.5,11.7
300457,100121,New Hire Onboarding,Onboarding,2023-06-07,,In Progress,,10.5
300458,100122,New Hire Onboarding,Onboarding,2024-05-06,2024-05-24,Completed,88.7,10.1
300459,100122,SQL for Business Analysts,Technical,2025-08-23,,Dropped,,17.4
300460,100122,Leadership Essentials,Leadership,2023-12-28,2024-02-02,Completed,72.5,13.3
300461,100122,Enterprise Sales Methodology,Sales,2025-11-27,,In Progress,,16.0
300462,100122,Conflict Resolution,Soft Skills,2026-04-04,,In Progress,,6.0
300463,100122,Product Discovery Basics,Product,2024-06-08,"Jul 09, 2024",Completed,63.5,11.4
300464,100122,Leadership Essentials,Leadership,2023-12-11,,Dropped,,21.9
300465,100123,New Hire Onboarding,Onboarding,"Aug 01, 2025",2025-08-05,Done,96.9,8.6
300466,100123,Power BI Fundamentals,Technical,2023-12-12,2024-01-17,Completed,85.8,13.3
300467,100123,Data Privacy and GDPR,Compliance,2024-05-21,2024-06-21,Completed,84.7,2.8
300468,100123,New Hire Onboarding,Onboarding,2025-03-12,2025-04-12,Complete,80.3,6.9
300469,100123,Conflict Resolution,Soft Skills,2022-03-13,2022-03-30,Completed,88.1,5.2
300470,100124,Secure Coding Basics,Technical,05/17/2021,2021-05-18,Completed,83.5,7.9
300471,100124,Cybersecurity Awareness,Compliance,2022-10-30,2022-11-21,Completed,82.8,2.2
300472,100124,Advanced Customer Handling,Customer Experience,2021-08-16,2021-09-24,Complete,88.2,12.6
300473,100124,Data Privacy and GDPR,Compliance,"Jul 20, 2023",08/09/2023,Completed,76.9,2.7
300474,100124,Leadership Essentials,Leadership,2022-03-09,2022-04-10,Completed,64.1,12.2
300475,100124,Product Discovery Basics,Product,2022-04-30,,Assigned,,9.2
300476,100125,New Hire Onboarding,Onboarding,2026-04-17,2026-05-15,Complete,57.7,5.5
300477,100125,Manager Coaching Skills,Leadership,04/17/2022,,Completed,67.9,15.6
300478,100126,New Hire Onboarding,Onboarding,"Jan 31, 2024",,Not Started,,8.7
300479,100126,Leadership Essentials,Leadership,09/04/2024,,Assigned,,20.4
300480,100127,New Hire Onboarding,Onboarding,2022-10-02,"Oct 21, 2022",Completed,84.3,5.4
300481,100127,Power BI Fundamentals,Technical,2022-02-23,,Not Started,,16.4
300482,100127,Data Privacy and GDPR,Compliance,2022-06-27,2022-07-01,Completed,46.9,2.9
300483,100127,Leadership Essentials,Leadership,2021-06-25,,Dropped,,11.7
300484,100127,Product Discovery Basics,Product,2022-04-25,2022-05-17,Completed,88.3,8.6
300485,100127,Secure Coding Basics,Technical,2023-04-24,2023/05/12,Completed,55.3,4.7
300486,100128,New Hire Onboarding,Onboarding,2021-01-03,,Completed,75.2,8.7
300487,100128,Advanced Customer Handling,Customer Experience,2021-03-09,,In Progress,,11.8
300488,100128,Product Discovery Basics,Product,2024-03-19,2024-03-27,Completed,61.8,7.8
300489,100128,Cybersecurity Awareness,Compliance,05/18/2021,2021-06-22,Completed,81.2,2.0
300490,100129,New Hire Onboarding,Onboarding,2023-05-03,,In Progress,,7.1
300491,100129,Power BI Fundamentals,Technical,07-04-2024,"May 11, 2024",Completed,67.7,11.7
300492,100129,Leadership Essentials,Leadership,2025-12-01,,In Progress,,17.6
300493,100129,Product Discovery Basics,Product,2024-01-03,,Dropped,,9.7
300494,100129,Data Privacy and GDPR,Compliance,2022-08-09,2022-08-12,Completed,60.5,2.8
300495,100129,Manager Coaching Skills,Leadership,10/02/2024,,Not Started,,17.3
300496,100130,New Hire Onboarding,Onboarding,2023-01-19,2023-01-26,Completed,81.3,7.9
300497,100131,Product Discovery Basics,Product,10-02-2022,2022-02-13,Done,74.6,10.1
300498,100131,SQL for Business Analysts,Technical,2021-05-07,05/11/2021,Completed,85.1,20.7
300499,100132,Manager Coaching Skills,Leadership,2025-01-10,2025-02-16,Completed,53.9,18.4
300500,100133,New Hire Onboarding,Onboarding,2025-11-29,,In Progress,,7.2
300501,100133,New Hire Onboarding,Onboarding,31-08-2025,2025-09-12,Completed,86.0,9.7
300502,100133,Power BI Fundamentals,Technical,2025-06-24,07/04/2025,Completed,45.7,15.6
300503,100133,SQL for Business Analysts,Technical,2025/08/25,2025-09-24,Completed,63.4,18.1
300504,100133,Product Discovery Basics,Product,2025-08-25,2025-09-07,Completed,54.5,10.0
300505,100133,Enterprise Sales Methodology,Sales,2025-10-09,2025-10-31,Completed,78.0,16.1
300506,100133,Leadership Essentials,Leadership,2025-07-30,2025/08/26,Completed,59.6,23.1
300507,100134,Enterprise Sales Methodology,Sales,"Feb 15, 2026",2026-03-08,Completed,62.7,18.0
300508,100134,Manager Coaching Skills,Leadership,"Feb 13, 2026",not available,Completed,83.4,15.0
300509,100134,Leadership Essentials,Leadership,2026/03/25,2026-04-16,Completed,87.8,26.5
300510,100135,New Hire Onboarding,Onboarding,2023-06-18,2023-07-09,Completed,94.8,9.2
300511,100135,Product Discovery Basics,Product,2022-12-08,,In Progress,,8.8
300512,100135,Secure Coding Basics,Technical,2022-10-17,,Dropped,,10.1
300513,100135,Manager Coaching Skills,Leadership,01/04/2023,2023/01/21,Completed,95.1,15.3
300514,100135,Manager Coaching Skills,Leadership,2023-07-14,2023-07-25,Completed,87.9,13.8
300515,100136,New Hire Onboarding,Onboarding,25-04-2023,2023/05/07,Completed,92.9,6.7
300516,100136,Manager Coaching Skills,Leadership,2024-08-24,2024/09/01,Completed,71.4,17.2
300517,100136,Product Discovery Basics,Product,"Oct 23, 2024",,In Progress,,10.1
300518,100136,Enterprise Sales Methodology,Sales,2022-08-21,,Not Started,,17.4
300519,100137,New Hire Onboarding,Onboarding,2025-03-28,2025/04/02,Complete,88.7,8.5
300520,100137,Power BI Fundamentals,Technical,2023-06-29,"Aug 13, 2023",Completed,81.6,17.1
300521,100138,New Hire Onboarding,Onboarding,2021-09-20,,Assigned,,6.1
300522,100138,SQL for Business Analysts,Technical,02/28/2026,2026-03-11,Completed,84.6,21.0
300523,100138,Manager Coaching Skills,Leadership,09/22/2021,2021-09-23,Done,94.5,10.2
300524,100138,Cybersecurity Awareness,Compliance,2022-04-30,05/10/2022,Complete,72.9,2.5
