history_id,employee_id,department_id,job_role_id,start_date,end_date,change_reason
602085,101847,3,112,2019-11-24,,Original Assignment
602086,101848,1,101,2022-10-01,2026-02-27,Original Assignment
602087,101849,1,101,06/04/2015,2020-01-28,Original Assignment
602088,101850,8,126,2014-04-28,,Original Assignment
602089,100842,3,109,2022-08-13,,Lateral Transfer
602090,100450,1,101,2023/06/22,,Original Assignment
602091,101721,2,105,2017-06-08,,Original Assignment
602092,100788,3,112,2020-01-19,2023-02-26,Original Assignment
602093,100735,7,124,2017-03-23,2021-03-04,Original Assignment
602094,101092,4,116,07/11/2023,,Original Assignment
602095,100231,3,109,2020-06-07,,Original Assignment
602096,100288,2,105,12-04-2017,2023-06-30,Original Assignment
602097,100317,1,101,2023-01-13,,Original Assignment
602098,100652,2,106,02-12-2021,,Original Assignment
602099,101813,1,101,2014-02-20,,Original Assignment
602100,100121,10,134,2017-08-11,,Original Assignment
602101,101672,1,104,2015-08-31,2021-04-12,Original Assignment
602102,101348,3,112,2025-06-23,,Promotion
602103,101223,1,101,2021-07-03,,Original Assignment
602104,101025,10,132,2024-05-07,2025/10/09,Original Assignment
602105,101173,3,111,2022-06-05,,Original Assignment
602106,101075,8,127,02/26/2017,08/12/2020,Original Assignment
602107,101448,1,104,05/15/2018,,Original Assignment
602108,101332,3,112,2019-12-13,,Original Assignment
602109,100459,4,113,23-06-2019,,Original Assignment
602110,101109,4,113,08/05/2021,2023-11-24,
602111,101541,1,104,2024-05-03,,Original Assignment
602112,100241,4,114,06/27/2020,,Original Assignment
602113,100589,3,109,2014-07-01,,Original Assignment
602114,100671,3,111,2018-12-25,,Original Assignment
602115,100607,10,132,2023-08-26,,Original Assignment
602116,100650,5,117,2024-05-07,2024-11-13,Original Assignment
602117,100624,3,111,01/27/2026,,Original Assignment
602118,100776,2,106,2020-02-18,,Original Assignment
602119,101440,2,108,2019-08-25,,Original Assignment
602120,100511,1,102,03/29/2014,"Apr 08, 2020",Original Assignment
602121,101638,2,105,11/14/2024,,Original Assignment
602122,100130,2,106,20-09-2017,2022-08-12,Original Assignment
602123,101599,3,110,2019-06-17,,Original Assignment
